time	V(n002)	V(n003)
8.000010040889821e-04	1.395663e+01	7.500000e+00
8.000010041297482e-04	1.395663e+01	7.500000e+00
8.000010041705145e-04	1.395663e+01	7.500000e+00
8.000010042112806e-04	1.395663e+01	7.500000e+00
8.000010042520468e-04	1.395663e+01	7.500000e+00
8.000011471153204e-04	1.395653e+01	7.500000e+00
8.000012899785940e-04	1.395622e+01	7.500000e+00
8.000014328418677e-04	1.395572e+01	7.500000e+00
8.000015757051412e-04	1.395501e+01	7.500000e+00
8.000017185684148e-04	1.395409e+01	7.500000e+00
8.000018614316884e-04	1.395298e+01	7.500000e+00
8.000020042949620e-04	1.395166e+01	7.500000e+00
8.000030042949620e-04	1.394509e+01	7.500000e+00
8.000192770455192e-04	1.372723e+01	7.500000e+00
8.000355497960764e-04	1.353502e+01	7.500000e+00
8.000518225466336e-04	1.336846e+01	7.500000e+00
8.000680952971910e-04	1.322754e+01	7.500000e+00
8.000843680477482e-04	1.311228e+01	7.500000e+00
8.001006407983054e-04	1.302266e+01	7.500000e+00
8.001169135488626e-04	1.295869e+01	7.500000e+00
8.001478790492987e-04	1.286821e+01	7.500000e+00
8.002095856610335e-04	1.277039e+01	7.500000e+00
8.002878852725538e-04	1.272476e+01	7.500000e+00
8.003661848840743e-04	1.268377e+01	7.500000e+00
8.004444844955946e-04	1.264740e+01	7.500000e+00
8.005227841071149e-04	1.261566e+01	7.500000e+00
8.006010837186352e-04	1.258854e+01	7.500000e+00
8.006793833301556e-04	1.256605e+01	7.500000e+00
8.007576829416759e-04	1.254819e+01	7.500000e+00
8.027861472227335e-04	1.189229e+01	7.500000e+00
8.048146115037910e-04	1.123739e+01	7.500000e+00
8.068430757848486e-04	1.058346e+01	7.500000e+00
8.088715400659062e-04	9.930524e+00	7.500000e+00
8.109000043469638e-04	9.278571e+00	7.500000e+00
8.129284686280214e-04	8.627603e+00	7.500000e+00
8.149569329090789e-04	7.977619e+00	7.500000e+00
8.178866204090789e-04	7.040974e+00	7.500000e+00
8.198397454090789e-04	6.415402e+00	7.500000e+00
8.217928704090789e-04	5.788956e+00	7.500000e+00
8.237459954090789e-04	5.161636e+00	7.500000e+00
8.256991204090789e-04	4.533442e+00	7.500000e+00
8.276522454090789e-04	3.904374e+00	7.500000e+00
8.296053704090789e-04	3.274432e+00	7.500000e+00
8.315584954090789e-04	2.643617e+00	7.500000e+00
8.349067096947932e-04	1.561975e+00	7.500000e+00
8.382549239805075e-04	4.800213e-01	7.500000e+00
8.416031382662218e-04	-6.022451e-01	7.500000e+00
8.449513525519360e-04	-1.684824e+00	7.500000e+00
8.482995668376503e-04	-2.767716e+00	7.500000e+00
8.516477811233646e-04	-3.850920e+00	7.500000e+00
8.549959954090789e-04	-4.934436e+00	7.500000e+00
8.559725579090789e-04	-5.250413e+00	7.500000e+00
8.813631829090790e-04	-1.346574e+01	7.500000e+00
8.823397454090790e-04	-1.373051e+01	7.500000e+00
8.833163079090790e-04	-1.386382e+01	7.500000e+00
8.842928704090790e-04	-1.388901e+01	7.500000e+00
9.000009999999999e-04	-1.388938e+01	7.500000e+00
9.000020000000000e-04	-1.395736e+01	-7.500000e+00
9.000021438220928e-04	-1.394765e+01	-7.500000e+00
9.000022876441856e-04	-1.392398e+01	-7.500000e+00
9.000024314662784e-04	-1.388636e+01	-7.500000e+00
9.000025752883713e-04	-1.383479e+01	-7.500000e+00
9.000027191104641e-04	-1.376926e+01	-7.500000e+00
9.000028629325569e-04	-1.368978e+01	-7.500000e+00
9.000030067546497e-04	-1.359634e+01	-7.500000e+00
9.000040067546497e-04	-1.328769e+01	-7.500000e+00
9.000050067546497e-04	-1.308360e+01	-7.500000e+00
9.000061320929315e-04	-1.299433e+01	-7.500000e+00
9.000061553826836e-04	-1.299612e+01	-7.500000e+00
9.000070004679736e-04	-1.312854e+01	-7.500000e+00
9.000078455532636e-04	-1.324562e+01	-7.500000e+00
9.000086906385536e-04	-1.334735e+01	-7.500000e+00
9.000095357238436e-04	-1.343374e+01	-7.500000e+00
9.000103808091336e-04	-1.350479e+01	-7.500000e+00
9.000112258944235e-04	-1.356049e+01	-7.500000e+00
9.000120709797136e-04	-1.360085e+01	-7.500000e+00
9.000180331562479e-04	-1.381733e+01	-7.500000e+00
9.000262220394994e-04	-1.392144e+01	-7.500000e+00
9.000521230758149e-04	-1.394690e+01	-7.500000e+00
9.001340485168515e-04	-1.392316e+01	-7.500000e+00
9.002238833187392e-04	-1.389357e+01	-7.500000e+00
9.004711950834248e-04	-1.381255e+01	-7.500000e+00
9.028455304060691e-04	-1.304390e+01	-7.500000e+00
9.052198657287135e-04	-1.227630e+01	-7.500000e+00
9.075942010513578e-04	-1.150974e+01	-7.500000e+00
9.099685363740022e-04	-1.074423e+01	-7.500000e+00
9.123428716966465e-04	-9.979762e+00	-7.500000e+00
9.147172070192909e-04	-9.216340e+00	-7.500000e+00
9.170915423419352e-04	-8.453963e+00	-7.500000e+00
9.200212298419352e-04	-7.516745e+00	-7.500000e+00
9.229509173419352e-04	-6.579734e+00	-7.500000e+00
9.254620780562209e-04	-5.773653e+00	-7.500000e+00
9.279732387705066e-04	-4.966572e+00	-7.500000e+00
9.304843994847923e-04	-4.158494e+00	-7.500000e+00
9.329955601990781e-04	-3.349416e+00	-7.500000e+00
9.355067209133638e-04	-2.539341e+00	-7.500000e+00
9.380178816276495e-04	-1.728266e+00	-7.500000e+00
9.405290423419352e-04	-9.161938e-01	-7.500000e+00
9.429006941276496e-04	-1.495358e-01	-7.500000e+00
9.452723459133639e-04	6.172417e-01	-7.500000e+00
9.476439976990782e-04	1.384139e+00	-7.500000e+00
9.500156494847924e-04	2.151156e+00	-7.500000e+00
9.523873012705067e-04	2.918292e+00	-7.500000e+00
9.547589530562210e-04	3.685548e+00	-7.500000e+00
9.571306048419353e-04	4.452924e+00	-7.500000e+00
9.854509173419343e-04	1.360016e+01	-7.500000e+00
9.864274798419342e-04	1.381196e+01	-7.500000e+00
9.874040423419341e-04	1.388592e+01	-7.500000e+00
9.999989999999999e-04	1.388938e+01	-7.500000e+00
1.000000000000000e-03	1.388938e+01	-7.500000e+00
