Model,MDO3012
Firmware Version,1.26

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,4e-05,
Horizontal Delay,-8e-07,
Sample Interval,4e-08,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,5,10
Vertical Position,-0.04,-0.06
,,
,,
,,
Label,,
TIME,CH1,CH2
-1.1316e-04,7.13359,-13.8172
-1.1312e-04,7.16328,-13.9469
-1.1308e-04,7.17031,-13.8625
-1.1304e-04,7.14531,-13.8859
-1.1300e-04,7.13984,-13.8469
-1.1296e-04,7.14844,-13.8938
-1.1292e-04,7.16641,-13.8344
-1.1288e-04,7.14766,-13.8766
-1.1284e-04,7.18047,-13.9063
-1.1280e-04,7.14453,-13.8656
-1.1276e-04,7.14766,-13.9172
-1.1272e-04,7.17734,-13.9563
-1.1268e-04,7.13594,-13.8469
-1.1264e-04,7.15703,-13.9313
-1.1260e-04,7.16094,-13.9219
-1.1256e-04,7.17891,-13.9531
-1.1252e-04,7.1625,-14.0406
-1.1248e-04,7.13672,-13.9547
-1.1244e-04,7.15938,-13.8891
-1.1240e-04,7.14766,-13.9313
-1.1236e-04,7.16719,-13.8922
-1.1232e-04,7.16563,-13.8406
-1.1228e-04,7.17969,-13.8781
-1.1224e-04,7.17031,-13.9078
-1.1220e-04,7.16719,-13.9328
-1.1216e-04,7.21719,-13.8797
-1.1212e-04,7.16953,-13.9313
-1.1208e-04,7.14141,-13.9703
-1.1204e-04,7.17344,-13.8516
-1.1200e-04,7.18906,-13.9125
-1.1196e-04,7.21484,-13.8531
-1.1192e-04,7.14453,-13.8703
-1.1188e-04,7.17188,-13.9
-1.1184e-04,7.17031,-13.9047
-1.1180e-04,7.16797,-13.8297
-1.1176e-04,7.18125,-13.9281
-1.1172e-04,7.13984,-13.9484
-1.1168e-04,7.1375,-13.9703
-1.1164e-04,7.16016,-13.9203
-1.1160e-04,7.16016,-13.8719
-1.1156e-04,7.14375,-13.8328
-1.1152e-04,7.175,-13.8953
-1.1148e-04,7.15156,-13.8859
-1.1144e-04,7.13047,-14.0078
-1.1140e-04,7.18516,-13.9078
-1.1136e-04,7.18125,-13.9422
-1.1132e-04,7.17734,-13.8984
-1.1128e-04,7.19063,-13.8484
-1.1124e-04,7.16016,-13.9375
-1.1120e-04,7.2,-13.8328
-1.1116e-04,7.12891,-13.9266
-1.1112e-04,7.18984,-13.9453
-1.1108e-04,7.16484,-13.8641
-1.1104e-04,7.14766,-13.9031
-1.1100e-04,7.15,-13.925
-1.1096e-04,7.17188,-13.9109
-1.1092e-04,7.13984,-14.0156
-1.1088e-04,7.16094,-13.9047
-1.1084e-04,7.17422,-14.0031
-1.1080e-04,7.18672,-13.9328
-1.1076e-04,7.17266,-13.9125
-1.1072e-04,7.15781,-13.9156
-1.1068e-04,7.15391,-13.9563
-1.1064e-04,7.18047,-13.9109
-1.1060e-04,7.17969,-13.8922
-1.1056e-04,7.14688,-13.9219
-1.1052e-04,7.16094,-13.9031
-1.1048e-04,7.12578,-13.9266
-1.1044e-04,7.13984,-13.8969
-1.1040e-04,7.17578,-13.9609
-1.1036e-04,7.16484,-13.9094
-1.1032e-04,7.18516,-13.8328
-1.1028e-04,7.16484,-13.8594
-1.1024e-04,7.17813,-13.8453
-1.1020e-04,7.17188,-14.0438
-1.1016e-04,7.15469,-13.8797
-1.1012e-04,7.14688,-13.8594
-1.1008e-04,7.18828,-13.8891
-1.1004e-04,7.14844,-13.8969
-1.1000e-04,7.2125,-13.9141
-1.0996e-04,7.14609,-13.8156
-1.0992e-04,7.18516,-13.9078
-1.0988e-04,7.17031,-13.8953
-1.0984e-04,7.16719,-13.9172
-1.0980e-04,7.14531,-13.9672
-1.0976e-04,7.15859,-13.8875
-1.0972e-04,7.22109,-13.8484
-1.0968e-04,7.12734,-13.9203
-1.0964e-04,7.17969,-13.9109
-1.0960e-04,7.15703,-13.9641
-1.0956e-04,7.13125,-13.9125
-1.0952e-04,7.12813,-13.9656
-1.0948e-04,7.19453,-13.95
-1.0944e-04,7.14297,-13.9656
-1.0940e-04,7.16953,-13.8797
-1.0936e-04,7.17344,-13.875
-1.0932e-04,7.16406,-13.9047
-1.0928e-04,7.18359,-13.9047
-1.0924e-04,7.17266,-13.9313
-1.0920e-04,7.12344,-13.9391
-1.0916e-04,7.13906,-13.9172
-1.0912e-04,7.15078,-13.8719
-1.0908e-04,7.18203,-13.9047
-1.0904e-04,7.16484,-13.9047
-1.0900e-04,7.18516,-13.8531
-1.0896e-04,7.17891,-13.9125
-1.0892e-04,7.10781,-13.9656
-1.0888e-04,7.14688,-13.9375
-1.0884e-04,7.18438,-13.9047
-1.0880e-04,7.18281,-13.9266
-1.0876e-04,7.18359,-13.9109
-1.0872e-04,7.13984,-13.8703
-1.0868e-04,7.16797,-13.8969
-1.0864e-04,7.19219,-13.9016
-1.0860e-04,7.15,-13.9172
-1.0856e-04,7.18672,-13.9172
-1.0852e-04,7.16094,-13.9313
-1.0848e-04,7.17266,-13.9125
-1.0844e-04,7.18516,-13.9344
-1.0840e-04,7.17891,-13.8469
-1.0836e-04,7.17266,-13.9297
-1.0832e-04,7.15,-13.8813
-1.0828e-04,7.15859,-13.9
-1.0824e-04,7.16875,-13.9125
-1.0820e-04,7.12422,-13.8922
-1.0816e-04,7.15781,-13.8453
-1.0812e-04,7.16875,-13.9469
-1.0808e-04,7.175,-13.9063
-1.0804e-04,7.17188,-13.9031
-1.0800e-04,7.18516,-13.8922
-1.0796e-04,7.15781,-13.8766
-1.0792e-04,7.1375,-13.8844
-1.0788e-04,7.18203,-13.9234
-1.0784e-04,7.18047,-13.9031
-1.0780e-04,7.16953,-13.9297
-1.0776e-04,7.15781,-13.9531
-1.0772e-04,7.15234,-13.9109
-1.0768e-04,7.13281,-13.9016
-1.0764e-04,7.1125,-13.8859
-1.0760e-04,7.17188,-13.9531
-1.0756e-04,7.15313,-13.9391
-1.0752e-04,7.16016,-13.9266
-1.0748e-04,7.13203,-13.9078
-1.0744e-04,7.175,-13.85
-1.0740e-04,7.14141,-13.9219
-1.0736e-04,7.16797,-13.9359
-1.0732e-04,7.15313,-13.9547
-1.0728e-04,7.15156,-13.9547
-1.0724e-04,7.16875,-13.8531
-1.0720e-04,7.14922,-13.9469
-1.0716e-04,7.15156,-13.9438
-1.0712e-04,7.15547,-13.9578
-1.0708e-04,7.15078,-13.9438
-1.0704e-04,7.14844,-13.8625
-1.0700e-04,7.16016,-13.9344
-1.0696e-04,7.15625,-13.8719
-1.0692e-04,7.15547,-13.9344
-1.0688e-04,7.15,-13.8844
-1.0684e-04,7.15859,-13.9031
-1.0680e-04,7.16484,-14.025
-1.0676e-04,7.14922,-13.9703
-1.0672e-04,7.19609,-13.9656
-1.0668e-04,7.19688,-13.8609
-1.0664e-04,7.20313,-13.9531
-1.0660e-04,7.16563,-13.9438
-1.0656e-04,7.15859,-13.9938
-1.0652e-04,7.15469,-13.9125
-1.0648e-04,7.17578,-13.9094
-1.0644e-04,7.20469,-13.9406
-1.0640e-04,7.14219,-13.9438
-1.0636e-04,7.18906,-13.9031
-1.0632e-04,7.14922,-13.9625
-1.0628e-04,7.15547,-13.9766
-1.0624e-04,7.18438,-13.9016
-1.0620e-04,7.17422,-13.8859
-1.0616e-04,7.13438,-13.9859
-1.0612e-04,7.18906,-13.9594
-1.0608e-04,7.16953,-13.9219
-1.0604e-04,7.15859,-13.9344
-1.0600e-04,7.15547,-13.8844
-1.0596e-04,7.2125,-13.9
-1.0592e-04,7.17734,-13.9406
-1.0588e-04,7.13438,-13.9359
-1.0584e-04,7.11797,-13.9156
-1.0580e-04,7.17969,-13.8594
-1.0576e-04,7.15313,-13.9141
-1.0572e-04,7.14609,-13.8828
-1.0568e-04,7.16484,-13.9188
-1.0564e-04,7.16484,-13.9953
-1.0560e-04,7.16953,-13.9234
-1.0556e-04,7.15781,-13.9031
-1.0552e-04,7.17031,-13.8484
-1.0548e-04,7.1625,-13.8781
-1.0544e-04,7.19141,-13.9156
-1.0540e-04,7.15156,-13.8984
-1.0536e-04,7.18203,-13.9094
-1.0532e-04,7.14531,-13.8625
-1.0528e-04,7.18438,-13.9031
-1.0524e-04,7.12422,-13.8344
-1.0520e-04,7.16016,-13.8109
-1.0516e-04,7.15469,-13.9016
-1.0512e-04,7.16875,-13.9547
-1.0508e-04,7.16719,-13.8953
-1.0504e-04,7.14141,-13.8688
-1.0500e-04,7.16328,-13.8906
-1.0496e-04,7.16094,-13.9375
-1.0492e-04,7.19141,-13.8969
-1.0488e-04,7.18594,-13.9031
-1.0484e-04,7.19453,-13.875
-1.0480e-04,7.15703,-13.925
-1.0476e-04,7.17813,-13.8703
-1.0472e-04,7.15313,-13.9531
-1.0468e-04,7.15625,-13.8625
-1.0464e-04,7.15625,-13.8609
-1.0460e-04,7.15781,-13.8609
-1.0456e-04,7.17422,-13.825
-1.0452e-04,7.17578,-13.9453
-1.0448e-04,7.14219,-13.8781
-1.0444e-04,7.15,-13.9125
-1.0440e-04,7.16563,-13.9578
-1.0436e-04,7.16172,-13.8875
-1.0432e-04,7.19375,-13.9391
-1.0428e-04,7.13359,-13.8594
-1.0424e-04,7.18906,-13.8938
-1.0420e-04,7.15078,-13.9781
-1.0416e-04,7.15156,-13.9016
-1.0412e-04,7.17891,-13.9516
-1.0408e-04,7.15938,-13.95
-1.0404e-04,7.18516,-13.8969
-1.0400e-04,7.14375,-13.9297
-1.0396e-04,7.11719,-13.9469
-1.0392e-04,7.19297,-13.9297
-1.0388e-04,7.16563,-13.9078
-1.0384e-04,7.12188,-13.9094
-1.0380e-04,7.1375,-13.9078
-1.0376e-04,7.13672,-13.8906
-1.0372e-04,7.15703,-13.8641
-1.0368e-04,7.1875,-13.9578
-1.0364e-04,7.15938,-13.8656
-1.0360e-04,7.17109,-13.9297
-1.0356e-04,7.12422,-13.9313
-1.0352e-04,7.13906,-13.9281
-1.0348e-04,7.15781,-14.0031
-1.0344e-04,7.15078,-13.9594
-1.0340e-04,7.20234,-13.9344
-1.0336e-04,7.15469,-13.8516
-1.0332e-04,7.17188,-13.8438
-1.0328e-04,7.15703,-13.9422
-1.0324e-04,7.17813,-13.8938
-1.0320e-04,7.17344,-13.9531
-1.0316e-04,7.16016,-13.9141
-1.0312e-04,7.16953,-13.8984
-1.0308e-04,7.14375,-13.9547
-1.0304e-04,7.17031,-13.8141
-1.0300e-04,7.17188,-13.9172
-1.0296e-04,7.16953,-13.8813
-1.0292e-04,7.17578,-13.925
-1.0288e-04,7.18828,-13.9141
-1.0284e-04,7.15391,-13.8578
-1.0280e-04,7.17734,-13.9031
-1.0276e-04,7.17734,-13.9375
-1.0272e-04,7.14844,-13.8953
-1.0268e-04,7.1625,-13.9016
-1.0264e-04,7.15938,-13.9156
-1.0260e-04,7.13828,-13.9297
-1.0256e-04,7.17734,-13.9438
-1.0252e-04,7.19766,-13.8906
-1.0248e-04,7.18672,-13.9734
-1.0244e-04,7.16641,-13.9328
-1.0240e-04,7.19375,-13.9703
-1.0236e-04,7.16797,-13.9641
-1.0232e-04,7.17344,-13.9047
-1.0228e-04,7.16172,-13.9219
-1.0224e-04,7.16484,-13.8656
-1.0220e-04,7.16641,-13.8594
-1.0216e-04,7.14141,-13.8547
-1.0212e-04,7.10469,-13.9219
-1.0208e-04,7.15938,-13.8547
-1.0204e-04,7.20625,-13.875
-1.0200e-04,7.16719,-13.9359
-1.0196e-04,7.16016,-13.8813
-1.0192e-04,7.15625,-13.9484
-1.0188e-04,7.15156,-13.9078
-1.0184e-04,7.15781,-13.9
-1.0180e-04,7.14141,-13.8828
-1.0176e-04,7.12188,-13.9313
-1.0172e-04,7.15625,-13.9406
-1.0168e-04,7.16016,-13.9359
-1.0164e-04,7.14609,-13.875
-1.0160e-04,7.1875,-13.8688
-1.0156e-04,7.17734,-13.8813
-1.0152e-04,7.15156,-13.9313
-1.0148e-04,7.16797,-13.8484
-1.0144e-04,7.18203,-13.9563
-1.0140e-04,7.15469,-13.9016
-1.0136e-04,7.15547,-13.9
-1.0132e-04,7.13594,-13.9297
-1.0128e-04,7.14453,-13.8844
-1.0124e-04,7.16719,-13.9531
-1.0120e-04,7.14297,-13.9203
-1.0116e-04,7.18438,-13.975
-1.0112e-04,7.15781,-13.875
-1.0108e-04,7.14219,-13.9547
-1.0104e-04,7.14141,-13.9484
-1.0100e-04,7.15859,-13.9031
-1.0096e-04,7.16328,-14.0203
-1.0092e-04,7.15313,-13.8875
-1.0088e-04,7.16094,-13.9516
-1.0084e-04,7.13828,-14
-1.0080e-04,7.14922,-14.0063
-1.0076e-04,7.17891,-13.8797
-1.0072e-04,7.16406,-13.9703
-1.0068e-04,7.13828,-13.9828
-1.0064e-04,7.17422,-13.9031
-1.0060e-04,7.18594,-13.8391
-1.0056e-04,7.14297,-13.9172
-1.0052e-04,7.15156,-13.9281
-1.0048e-04,7.16172,-13.9
-1.0044e-04,7.16563,-13.875
-1.0040e-04,7.19453,-13.8672
-1.0036e-04,7.13594,-13.9359
-1.0032e-04,7.15859,-13.875
-1.0028e-04,7.16641,-13.9047
-1.0024e-04,7.2,-13.9016
-1.0020e-04,7.17109,-13.8656
-1.0016e-04,7.14844,-13.8234
-1.0012e-04,7.16406,-13.9266
-1.0008e-04,7.14297,-13.9078
-1.0004e-04,7.19609,-13.8703
-1.0000e-04,7.19141,-13.8953
-9.9960e-05,5.79531,-14.025
-9.9920e-05,-6.34141,-16.3313
-9.9880e-05,-7.66719,-16.0391
-9.9840e-05,-7.76406,-15.8469
-9.9800e-05,-7.69453,-16.3641
-9.9760e-05,-7.71563,-15.8703
-9.9720e-05,-7.72109,-16.0375
-9.9680e-05,-7.71328,-16.1375
-9.9640e-05,-7.65078,-15.9547
-9.9600e-05,-7.67422,-16.0766
-9.9560e-05,-7.69453,-15.9828
-9.9520e-05,-7.65703,-15.9188
-9.9480e-05,-7.65703,-15.8438
-9.9440e-05,-7.60547,-15.9047
-9.9400e-05,-7.65156,-15.8703
-9.9360e-05,-7.67031,-15.7984
-9.9320e-05,-7.57969,-15.7969
-9.9280e-05,-7.63906,-15.8031
-9.9240e-05,-7.63281,-15.7313
-9.9200e-05,-7.63516,-15.7562
-9.9160e-05,-7.67813,-15.6156
-9.9120e-05,-7.59922,-15.6359
-9.9080e-05,-7.59687,-15.6484
-9.9040e-05,-7.61719,-15.7297
-9.9000e-05,-7.59531,-15.5953
-9.8960e-05,-7.52188,-15.5109
-9.8920e-05,-7.55938,-15.4078
-9.8880e-05,-7.55391,-15.3469
-9.8840e-05,-7.59844,-15.1125
-9.8800e-05,-7.56172,-14.7078
-9.8760e-05,-7.49688,-14.1078
-9.8720e-05,-7.51172,-13.7516
-9.8680e-05,-7.5625,-13.7797
-9.8640e-05,-7.52188,-13.8781
-9.8600e-05,-7.51953,-13.9703
-9.8560e-05,-7.50703,-13.8656
-9.8520e-05,-7.51016,-13.7688
-9.8480e-05,-7.49141,-13.7016
-9.8440e-05,-7.50859,-13.8453
-9.8400e-05,-7.51406,-13.8281
-9.8360e-05,-7.49844,-13.725
-9.8320e-05,-7.48516,-13.7422
-9.8280e-05,-7.47969,-13.6922
-9.8240e-05,-7.49922,-13.6406
-9.8200e-05,-7.50938,-13.7266
-9.8160e-05,-7.50078,-13.6188
-9.8120e-05,-7.47656,-13.6547
-9.8080e-05,-7.47266,-13.6328
-9.8040e-05,-7.49219,-13.5813
-9.8000e-05,-7.5125,-13.5563
-9.7960e-05,-7.49453,-13.4953
-9.7920e-05,-7.475,-13.5234
-9.7880e-05,-7.47578,-13.4859
-9.7840e-05,-7.46016,-13.4859
-9.7800e-05,-7.4875,-13.4359
-9.7760e-05,-7.50547,-13.4422
-9.7720e-05,-7.49609,-13.3469
-9.7680e-05,-7.47813,-13.3766
-9.7640e-05,-7.47578,-13.3766
-9.7600e-05,-7.44375,-13.3719
-9.7560e-05,-7.48125,-13.3531
-9.7520e-05,-7.45781,-13.3484
-9.7480e-05,-7.45547,-13.2859
-9.7440e-05,-7.43438,-13.2406
-9.7400e-05,-7.45703,-13.2766
-9.7360e-05,-7.45078,-13.2688
-9.7320e-05,-7.46563,-13.1156
-9.7280e-05,-7.44844,-13.1844
-9.7240e-05,-7.47344,-13.1641
-9.7200e-05,-7.45703,-13.0844
-9.7160e-05,-7.43125,-13.0828
-9.7120e-05,-7.46016,-13.0094
-9.7080e-05,-7.39922,-13.0359
-9.7040e-05,-7.44609,-13.0031
-9.7000e-05,-7.45234,-12.9453
-9.6960e-05,-7.45312,-12.9234
-9.6920e-05,-7.42656,-12.8875
-9.6880e-05,-7.45,-12.9703
-9.6840e-05,-7.43359,-12.9297
-9.6800e-05,-7.46172,-12.9422
-9.6760e-05,-7.44453,-12.8391
-9.6720e-05,-7.45234,-12.7859
-9.6680e-05,-7.43203,-12.7703
-9.6640e-05,-7.41484,-12.8344
-9.6600e-05,-7.45078,-12.8313
-9.6560e-05,-7.44141,-12.8297
-9.6520e-05,-7.43906,-12.7078
-9.6480e-05,-7.41953,-12.675
-9.6440e-05,-7.41797,-12.6828
-9.6400e-05,-7.40625,-12.6391
-9.6360e-05,-7.44531,-12.6328
-9.6320e-05,-7.49766,-12.6609
-9.6280e-05,-7.43281,-12.5969
-9.6240e-05,-7.45391,-12.5703
-9.6200e-05,-7.42578,-12.5359
-9.6160e-05,-7.43203,-12.5078
-9.6120e-05,-7.42813,-12.5531
-9.6080e-05,-7.43594,-12.4609
-9.6040e-05,-7.42734,-12.4453
-9.6000e-05,-7.44062,-12.4813
-9.5960e-05,-7.44219,-12.5125
-9.5920e-05,-7.43047,-12.4781
-9.5880e-05,-7.43125,-12.3891
-9.5840e-05,-7.41875,-12.4016
-9.5800e-05,-7.43359,-12.3125
-9.5760e-05,-7.425,-12.3188
-9.5720e-05,-7.43359,-12.3047
-9.5680e-05,-7.41641,-12.325
-9.5640e-05,-7.40391,-12.2563
-9.5600e-05,-7.38672,-12.2484
-9.5560e-05,-7.39844,-12.2516
-9.5520e-05,-7.41484,-12.2766
-9.5480e-05,-7.42813,-12.2266
-9.5440e-05,-7.39062,-12.1797
-9.5400e-05,-7.4125,-12.1547
-9.5360e-05,-7.41328,-12.2094
-9.5320e-05,-7.39141,-12.0422
-9.5280e-05,-7.425,-12.1
-9.5240e-05,-7.42344,-12.1047
-9.5200e-05,-7.41484,-12.0828
-9.5160e-05,-7.39062,-12.0156
-9.5120e-05,-7.40469,-12.0172
-9.5080e-05,-7.43672,-12.0422
-9.5040e-05,-7.37578,-11.9875
-9.5000e-05,-7.38984,-11.9141
-9.4960e-05,-7.40781,-11.9219
-9.4920e-05,-7.39609,-11.9781
-9.4880e-05,-7.38906,-11.8813
-9.4840e-05,-7.42969,-11.8828
-9.4800e-05,-7.37969,-11.7531
-9.4760e-05,-7.37891,-11.8359
-9.4720e-05,-7.36563,-11.6688
-9.4680e-05,-7.40625,-11.7563
-9.4640e-05,-7.35625,-11.8234
-9.4600e-05,-7.37031,-11.7781
-9.4560e-05,-7.39688,-11.6047
-9.4520e-05,-7.40391,-11.725
-9.4480e-05,-7.38359,-11.6313
-9.4440e-05,-7.37969,-11.6203
-9.4400e-05,-7.38125,-11.6125
-9.4360e-05,-7.36328,-11.6406
-9.4320e-05,-7.36172,-11.4906
-9.4280e-05,-7.36953,-11.6
-9.4240e-05,-7.38125,-11.5
-9.4200e-05,-7.40625,-11.5047
-9.4160e-05,-7.38594,-11.4734
-9.4120e-05,-7.35703,-11.4844
-9.4080e-05,-7.36328,-11.4641
-9.4040e-05,-7.37188,-11.4
-9.4000e-05,-7.37734,-11.3891
-9.3960e-05,-7.37578,-11.3609
-9.3920e-05,-7.38906,-11.2906
-9.3880e-05,-7.32969,-11.2953
-9.3840e-05,-7.36016,-11.2875
-9.3800e-05,-7.36016,-11.3359
-9.3760e-05,-7.40234,-11.2953
-9.3720e-05,-7.37734,-11.3031
-9.3680e-05,-7.38203,-11.2391
-9.3640e-05,-7.38438,-11.2313
-9.3600e-05,-7.38125,-11.2406
-9.3560e-05,-7.36953,-11.2125
-9.3520e-05,-7.39219,-11.2125
-9.3480e-05,-7.36797,-11.0953
-9.3440e-05,-7.36563,-11.025
-9.3400e-05,-7.35938,-11.0609
-9.3360e-05,-7.36719,-11.0609
-9.3320e-05,-7.41719,-11.0203
-9.3280e-05,-7.39062,-10.9297
-9.3240e-05,-7.37812,-11.025
-9.3200e-05,-7.38516,-10.9219
-9.3160e-05,-7.3625,-10.9406
-9.3120e-05,-7.38594,-10.9031
-9.3080e-05,-7.38281,-10.8406
-9.3040e-05,-7.38438,-10.9391
-9.3000e-05,-7.38984,-10.7984
-9.2960e-05,-7.40156,-10.8453
-9.2920e-05,-7.38438,-10.7844
-9.2880e-05,-7.37734,-10.7828
-9.2840e-05,-7.39141,-10.7078
-9.2800e-05,-7.36953,-10.6672
-9.2760e-05,-7.37422,-10.6594
-9.2720e-05,-7.35078,-10.6797
-9.2680e-05,-7.39062,-10.6297
-9.2640e-05,-7.36328,-10.6016
-9.2600e-05,-7.37188,-10.65
-9.2560e-05,-7.37109,-10.5688
-9.2520e-05,-7.33828,-10.5969
-9.2480e-05,-7.3625,-10.5797
-9.2440e-05,-7.35391,-10.5484
-9.2400e-05,-7.40391,-10.4578
-9.2360e-05,-7.36953,-10.4922
-9.2320e-05,-7.37266,-10.3906
-9.2280e-05,-7.37812,-10.4188
-9.2240e-05,-7.37734,-10.3328
-9.2200e-05,-7.3625,-10.3766
-9.2160e-05,-7.36719,-10.3359
-9.2120e-05,-7.35781,-10.2719
-9.2080e-05,-7.34687,-10.3063
-9.2040e-05,-7.35938,-10.225
-9.2000e-05,-7.34609,-10.2125
-9.1960e-05,-7.33125,-10.2391
-9.1920e-05,-7.36016,-10.3063
-9.1880e-05,-7.36016,-10.1781
-9.1840e-05,-7.32656,-10.2438
-9.1800e-05,-7.36641,-10.0719
-9.1760e-05,-7.34141,-10.0469
-9.1720e-05,-7.36719,-10.0703
-9.1680e-05,-7.35078,-10.0563
-9.1640e-05,-7.34141,-10.0188
-9.1600e-05,-7.35625,-10.0625
-9.1560e-05,-7.36406,-9.94844
-9.1520e-05,-7.31797,-10.0266
-9.1480e-05,-7.34922,-9.90313
-9.1440e-05,-7.35469,-9.93594
-9.1400e-05,-7.34531,-9.87188
-9.1360e-05,-7.32422,-9.90156
-9.1320e-05,-7.32812,-9.84219
-9.1280e-05,-7.34766,-9.86719
-9.1240e-05,-7.33672,-9.76406
-9.1200e-05,-7.36484,-9.90469
-9.1160e-05,-7.31172,-9.79219
-9.1120e-05,-7.35469,-9.76406
-9.1080e-05,-7.37031,-9.73125
-9.1040e-05,-7.33594,-9.71875
-9.1000e-05,-7.35703,-9.6375
-9.0960e-05,-7.31875,-9.6625
-9.0920e-05,-7.33281,-9.53594
-9.0880e-05,-7.32031,-9.62344
-9.0840e-05,-7.35156,-9.57031
-9.0800e-05,-7.34766,-9.48438
-9.0760e-05,-7.33828,-9.57188
-9.0720e-05,-7.33672,-9.41563
-9.0680e-05,-7.31328,-9.51719
-9.0640e-05,-7.32891,-9.43125
-9.0600e-05,-7.31328,-9.49375
-9.0560e-05,-7.31953,-9.3875
-9.0520e-05,-7.32422,-9.36563
-9.0480e-05,-7.325,-9.41094
-9.0440e-05,-7.33516,-9.3125
-9.0400e-05,-7.30313,-9.28125
-9.0360e-05,-7.33828,-9.27344
-9.0320e-05,-7.34375,-9.30313
-9.0280e-05,-7.2875,-9.28281
-9.0240e-05,-7.33281,-9.23594
-9.0200e-05,-7.32031,-9.24375
-9.0160e-05,-7.32578,-9.16875
-9.0120e-05,-7.31719,-9.19844
-9.0080e-05,-7.33828,-9.1625
-9.0040e-05,-7.3,-9.03906
-9.0000e-05,-7.31484,-9.05625
-8.9960e-05,-7.34609,-9.03594
-8.9920e-05,-7.28437,-8.98438
-8.9880e-05,-7.31328,-9.00938
-8.9840e-05,-7.33828,-9.0125
-8.9800e-05,-7.31406,-8.96563
-8.9760e-05,-7.32812,-8.85469
-8.9720e-05,-7.31094,-8.89531
-8.9680e-05,-7.26797,-8.89375
-8.9640e-05,-7.27109,-8.89531
-8.9600e-05,-7.27031,-8.87656
-8.9560e-05,-7.29141,-8.83125
-8.9520e-05,-7.28906,-8.8
-8.9480e-05,-7.31094,-8.85156
-8.9440e-05,-7.33359,-8.75313
-8.9400e-05,-7.26875,-8.71563
-8.9360e-05,-7.32656,-8.80469
-8.9320e-05,-7.30938,-8.68125
-8.9280e-05,-7.29141,-8.66563
-8.9240e-05,-7.31719,-8.65625
-8.9200e-05,-7.29609,-8.65781
-8.9160e-05,-7.28516,-8.57031
-8.9120e-05,-7.32734,-8.60313
-8.9080e-05,-7.31562,-8.5625
-8.9040e-05,-7.31875,-8.50313
-8.9000e-05,-7.32344,-8.52031
-8.8960e-05,-7.26562,-8.45781
-8.8920e-05,-7.28906,-8.5
-8.8880e-05,-7.30703,-8.43125
-8.8840e-05,-7.32266,-8.3875
-8.8800e-05,-7.28906,-8.33594
-8.8760e-05,-7.32969,-8.35781
-8.8720e-05,-7.32188,-8.34688
-8.8680e-05,-7.34219,-8.35156
-8.8640e-05,-7.33203,-8.21406
-8.8600e-05,-7.31797,-8.30469
-8.8560e-05,-7.30469,-8.27656
-8.8520e-05,-7.28047,-8.25938
-8.8480e-05,-7.26797,-8.1375
-8.8440e-05,-7.29297,-8.18281
-8.8400e-05,-7.275,-8.1875
-8.8360e-05,-7.32656,-8.09219
-8.8320e-05,-7.30078,-8.1375
-8.8280e-05,-7.2875,-8.02656
-8.8240e-05,-7.31016,-8.06406
-8.8200e-05,-7.30859,-7.97344
-8.8160e-05,-7.28984,-8.1125
-8.8120e-05,-7.31094,-7.94375
-8.8080e-05,-7.34219,-7.95781
-8.8040e-05,-7.26562,-7.89844
-8.8000e-05,-7.30391,-7.93906
-8.7960e-05,-7.24922,-7.94063
-8.7920e-05,-7.33359,-7.90938
-8.7880e-05,-7.31328,-7.87188
-8.7840e-05,-7.29375,-7.81094
-8.7800e-05,-7.31172,-7.77344
-8.7760e-05,-7.32734,-7.81094
-8.7720e-05,-7.28672,-7.74531
-8.7680e-05,-7.27969,-7.75938
-8.7640e-05,-7.30703,-7.68125
-8.7600e-05,-7.28281,-7.66094
-8.7560e-05,-7.32734,-7.6375
-8.7520e-05,-7.30156,-7.67344
-8.7480e-05,-7.31406,-7.60781
-8.7440e-05,-7.29609,-7.58594
-8.7400e-05,-7.34453,-7.49531
-8.7360e-05,-7.27578,-7.53594
-8.7320e-05,-7.28516,-7.48594
-8.7280e-05,-7.2375,-7.475
-8.7240e-05,-7.29375,-7.44688
-8.7200e-05,-7.29844,-7.42344
-8.7160e-05,-7.26328,-7.38281
-8.7120e-05,-7.32734,-7.43594
-8.7080e-05,-7.29844,-7.27187
-8.7040e-05,-7.28594,-7.38125
-8.7000e-05,-7.28906,-7.27344
-8.6960e-05,-7.23281,-7.24531
-8.6920e-05,-7.22187,-7.24219
-8.6880e-05,-7.3,-7.30312
-8.6840e-05,-7.28906,-7.22656
-8.6800e-05,-7.27734,-7.17188
-8.6760e-05,-7.28906,-7.13594
-8.6720e-05,-7.24531,-7.14844
-8.6680e-05,-7.275,-7.16719
-8.6640e-05,-7.28906,-7.12031
-8.6600e-05,-7.29141,-7.07656
-8.6560e-05,-7.25859,-7.05312
-8.6520e-05,-7.25703,-7.13906
-8.6480e-05,-7.2625,-7.08906
-8.6440e-05,-7.32188,-7.03906
-8.6400e-05,-7.29609,-7.00313
-8.6360e-05,-7.29453,-7.00625
-8.6320e-05,-7.26719,-6.97969
-8.6280e-05,-7.28125,-7.04844
-8.6240e-05,-7.24375,-6.95469
-8.6200e-05,-7.27031,-6.93594
