time	V(out)	V(vin)
4.082928571429113e-03	6.617989e-01	5.025613e-02
4.091500000000543e-03	6.637077e-01	4.562395e-02
4.092500000000542e-03	6.638183e-01	4.509772e-02
4.103071428571972e-03	6.637029e-01	3.961955e-02
4.113642857143402e-03	6.609597e-01	3.446039e-02
4.124214285714832e-03	6.555889e-01	2.962025e-02
4.134785714286261e-03	6.475904e-01	2.509913e-02
4.145357142857692e-03	6.369642e-01	2.089703e-02
4.155928571429122e-03	6.237103e-01	1.701394e-02
4.166500000000552e-03	6.078287e-01	1.344987e-02
4.175500000000553e-03	5.920513e-01	1.074161e-02
4.184500000000554e-03	5.743250e-01	8.335081e-03
4.193500000000555e-03	5.546499e-01	6.230283e-03
4.202500000000557e-03	5.330258e-01	4.427216e-03
4.211500000000559e-03	5.094528e-01	2.925878e-03
4.220500000000560e-03	4.839310e-01	1.726271e-03
4.229500000000561e-03	4.564602e-01	8.283940e-04
4.239357142857705e-03	4.240078e-01	2.270579e-04
4.249214285714849e-03	3.897819e-01	6.116808e-06
4.259071428571993e-03	3.537825e-01	1.655706e-04
4.268928571429137e-03	3.160096e-01	7.054193e-04
4.278785714286281e-03	2.764632e-01	1.625663e-03
4.288642857143425e-03	2.351432e-01	2.926301e-03
4.298500000000569e-03	1.920498e-01	4.607335e-03
4.302500000000570e-03	1.743351e-01	5.392941e-03
4.306500000000570e-03	1.564766e-01	6.236861e-03
4.310500000000571e-03	1.384744e-01	7.139095e-03
4.314500000000571e-03	1.203285e-01	8.099643e-03
4.318500000000572e-03	1.020388e-01	9.118506e-03
4.322500000000572e-03	8.360539e-02	1.019568e-02
4.326500000000573e-03	6.502822e-02	1.133117e-02
4.328928571429145e-03	5.371754e-02	1.204745e-02
4.331357142857717e-03	4.238565e-02	1.278376e-02
4.333785714286289e-03	3.103255e-02	1.354011e-02
4.336214285714860e-03	1.965823e-02	1.431650e-02
4.338642857143432e-03	8.262696e-03	1.511292e-02
4.341071428572004e-03	-3.154053e-03	1.592938e-02
4.343500000000576e-03	-1.459202e-02	1.676587e-02
4.349071428572006e-03	-4.094669e-02	1.876360e-02
4.354642857143434e-03	-6.719596e-02	2.085412e-02
4.360214285714864e-03	-9.333982e-02	2.303745e-02
4.365785714286293e-03	-1.193783e-01	2.531357e-02
4.371357142857722e-03	-1.453113e-01	2.768250e-02
4.376928571429151e-03	-1.711390e-01	3.014422e-02
4.382500000000580e-03	-1.968612e-01	3.269875e-02
4.393071428572010e-03	-2.453376e-01	3.781911e-02
4.403642857143441e-03	-2.920044e-01	4.315214e-02
4.414214285714871e-03	-3.368615e-01	4.869782e-02
4.424785714286300e-03	-3.799091e-01	5.445617e-02
4.435357142857730e-03	-4.211471e-01	6.042717e-02
4.445928571429160e-03	-4.605754e-01	6.661084e-02
4.456500000000590e-03	-4.981941e-01	7.300717e-02
4.463500000000591e-03	-5.214344e-01	7.728791e-02
4.470500000000592e-03	-5.434089e-01	8.159164e-02
4.477500000000593e-03	-5.641175e-01	8.591835e-02
4.484500000000595e-03	-5.835604e-01	9.026805e-02
4.491500000000596e-03	-6.017375e-01	9.464073e-02
4.498500000000597e-03	-6.186487e-01	9.903641e-02
4.505500000000598e-03	-6.342942e-01	1.034551e-01
4.514500000000599e-03	-6.523265e-01	1.091421e-01
4.523500000000600e-03	-6.679653e-01	1.147558e-01
4.532500000000601e-03	-6.812106e-01	1.202961e-01
4.541500000000601e-03	-6.920626e-01	1.257630e-01
4.550500000000603e-03	-7.005210e-01	1.311565e-01
4.559500000000604e-03	-7.065861e-01	1.364766e-01
4.568500000000605e-03	-7.102576e-01	1.417233e-01
4.582928571429178e-03	-7.105488e-01	1.499203e-01
4.597357142857752e-03	-7.051430e-01	1.575638e-01
4.611785714286326e-03	-6.940401e-01	1.646538e-01
4.626214285714899e-03	-6.772401e-01	1.711903e-01
4.640642857143472e-03	-6.547431e-01	1.771733e-01
4.655071428572046e-03	-6.265491e-01	1.826029e-01
4.669500000000619e-03	-5.926580e-01	1.874789e-01
4.681642857143478e-03	-5.603086e-01	1.909472e-01
4.693785714286336e-03	-5.254946e-01	1.938537e-01
4.705928571429195e-03	-4.882160e-01	1.961985e-01
4.718071428572054e-03	-4.484727e-01	1.979815e-01
4.730214285714913e-03	-4.062648e-01	1.992028e-01
4.742357142857771e-03	-3.615923e-01	1.998623e-01
4.754500000000630e-03	-3.144551e-01	1.999600e-01
4.761928571429202e-03	-2.851205e-01	1.997150e-01
4.769357142857774e-03	-2.554753e-01	1.992565e-01
4.776785714286347e-03	-2.255198e-01	1.985848e-01
4.784214285714920e-03	-1.952537e-01	1.976998e-01
4.791642857143492e-03	-1.646771e-01	1.966014e-01
4.799071428572064e-03	-1.337901e-01	1.952897e-01
4.806500000000637e-03	-1.025926e-01	1.937647e-01
4.809357142857780e-03	-9.062754e-02	1.931250e-01
4.812214285714923e-03	-7.866520e-02	1.924559e-01
4.815071428572066e-03	-6.670555e-02	1.917574e-01
4.817928571429209e-03	-5.474858e-02	1.910294e-01
4.820785714286352e-03	-4.279430e-02	1.902720e-01
4.823642857143496e-03	-3.084270e-02	1.894851e-01
4.826500000000639e-03	-1.889379e-02	1.886688e-01
4.829785714286355e-03	-5.169408e-03	1.876943e-01
4.833071428572069e-03	8.515157e-03	1.866836e-01
4.836357142857784e-03	2.215990e-02	1.856365e-01
4.839642857143498e-03	3.576482e-02	1.845533e-01
4.842928571429214e-03	4.932993e-02	1.834338e-01
4.846214285714928e-03	6.285521e-02	1.822780e-01
4.849500000000643e-03	7.634067e-02	1.810860e-01
4.859214285714931e-03	1.160988e-01	1.773240e-01
4.868928571429217e-03	1.549233e-01	1.733141e-01
4.878642857143504e-03	1.928141e-01	1.690562e-01
4.888357142857791e-03	2.297713e-01	1.645505e-01
4.898071428572078e-03	2.657947e-01	1.597969e-01
4.907785714286365e-03	3.008845e-01	1.547953e-01
4.917500000000652e-03	3.350407e-01	1.495459e-01
4.927214285714940e-03	3.678006e-01	1.441015e-01
4.936928571429226e-03	3.990047e-01	1.385458e-01
4.946642857143514e-03	4.286530e-01	1.328788e-01
4.956357142857800e-03	4.567456e-01	1.271006e-01
4.966071428572087e-03	4.832824e-01	1.212110e-01
4.975785714286374e-03	5.082634e-01	1.152102e-01
4.985500000000661e-03	5.316886e-01	1.090980e-01
4.992357142857805e-03	5.470919e-01	1.047804e-01
4.999214285714949e-03	5.615718e-01	1.004737e-01
5.006071428572093e-03	5.751284e-01	9.617818e-02
5.012928571429236e-03	5.877616e-01	9.189366e-02
5.019785714286380e-03	5.994714e-01	8.762020e-02
5.026642857143524e-03	6.102579e-01	8.335778e-02
5.033500000000668e-03	6.201209e-01	7.910641e-02
5.045214285714955e-03	6.348065e-01	7.188162e-02
5.056928571429242e-03	6.465018e-01	6.489972e-02
5.068642857143530e-03	6.552069e-01	5.816070e-02
5.080357142857816e-03	6.609216e-01	5.166456e-02
5.092071428572104e-03	6.636461e-01	4.541132e-02
5.103785714286391e-03	6.633803e-01	3.940096e-02
5.115500000000679e-03	6.601242e-01	3.363349e-02
5.116500000000678e-03	6.596893e-01	3.316480e-02
5.126500000000679e-03	6.541198e-01	2.858877e-02
5.136500000000680e-03	6.461436e-01	2.433283e-02
5.146500000000682e-03	6.357609e-01	2.039696e-02
5.156500000000683e-03	6.229715e-01	1.678118e-02
5.166500000000684e-03	6.077756e-01	1.348548e-02
5.176500000000686e-03	5.901731e-01	1.050985e-02
5.186500000000687e-03	5.701639e-01	7.854315e-03
5.196214285714974e-03	5.482143e-01	5.644249e-03
5.205928571429261e-03	5.240956e-01	3.798760e-03
5.215642857143548e-03	4.978078e-01	2.317848e-03
5.225357142857835e-03	4.693510e-01	1.201513e-03
5.235071428572122e-03	4.387251e-01	4.497546e-04
5.244785714286409e-03	4.059301e-01	6.257344e-05
5.254500000000696e-03	3.709660e-01	3.996924e-05
5.262642857143555e-03	3.401100e-01	3.214722e-04
5.270785714286413e-03	3.082531e-01	8.583529e-04
5.278928571429272e-03	2.753952e-01	1.650612e-03
5.287071428572129e-03	2.415363e-01	2.698248e-03
5.295214285714988e-03	2.066766e-01	4.001262e-03
5.303357142857846e-03	1.708158e-01	5.559655e-03
5.311500000000705e-03	1.339542e-01	7.373425e-03
5.313785714286417e-03	1.235580e-01	7.924513e-03
5.316071428572130e-03	1.131234e-01	8.494287e-03
5.318357142857842e-03	1.026503e-01	9.082746e-03
5.320642857143555e-03	9.213874e-02	9.689891e-03
5.322928571429268e-03	8.158874e-02	1.031572e-02
5.325214285714980e-03	7.100028e-02	1.096024e-02
5.327500000000693e-03	6.037337e-02	1.162344e-02
5.330071428572119e-03	4.838173e-02	1.239150e-02
5.332642857143547e-03	3.636876e-02	1.318190e-02
5.335214285714973e-03	2.433447e-02	1.399463e-02
5.337785714286399e-03	1.227885e-02	1.482971e-02
5.340357142857826e-03	2.019123e-04	1.568711e-02
5.342928571429253e-03	-1.189635e-02	1.656686e-02
5.345500000000680e-03	-2.401594e-02	1.746893e-02
5.351500000000675e-03	-5.242228e-02	1.966463e-02
5.357500000000671e-03	-8.067523e-02	2.196587e-02
5.363500000000666e-03	-1.087748e-01	2.437265e-02
5.369500000000662e-03	-1.367209e-01	2.688498e-02
5.375500000000658e-03	-1.645137e-01	2.950284e-02
5.381500000000653e-03	-1.921530e-01	3.222625e-02
5.387500000000649e-03	-2.196389e-01	3.505519e-02
5.398500000000641e-03	-2.695291e-01	4.053392e-02
5.409500000000633e-03	-3.173089e-01	4.622564e-02
5.420500000000624e-03	-3.629784e-01	5.213036e-02
5.431500000000616e-03	-4.065375e-01	5.824807e-02
5.442500000000608e-03	-4.479864e-01	6.457878e-02
5.453500000000600e-03	-4.873249e-01	7.112249e-02
5.464500000000592e-03	-5.245531e-01	7.787919e-02
5.471642857143444e-03	-5.468851e-01	8.229928e-02
5.478785714286296e-03	-5.678549e-01	8.673262e-02
5.485928571429148e-03	-5.874624e-01	9.117921e-02
5.493071428571999e-03	-6.057078e-01	9.563904e-02
5.500214285714852e-03	-6.225909e-01	1.001121e-01
5.507357142857703e-03	-6.381117e-01	1.045984e-01
5.514500000000555e-03	-6.522703e-01	1.090980e-01
5.524500000000548e-03	-6.695518e-01	1.153924e-01
5.534500000000541e-03	-6.838577e-01	1.215666e-01
5.544500000000533e-03	-6.951881e-01	1.276205e-01
5.554500000000526e-03	-7.035431e-01	1.335541e-01
5.564500000000519e-03	-7.089225e-01	1.393675e-01
5.574500000000511e-03	-7.113264e-01	1.450606e-01
5.584500000000504e-03	-7.107549e-01	1.506335e-01
5.600214285714778e-03	-7.030629e-01	1.590481e-01
5.615928571429053e-03	-6.890432e-01	1.667221e-01
5.631642857143327e-03	-6.686959e-01	1.736553e-01
5.647357142857600e-03	-6.420208e-01	1.798479e-01
5.663071428571875e-03	-6.090181e-01	1.852997e-01
5.678785714286149e-03	-5.696877e-01	1.900108e-01
5.694500000000423e-03	-5.240296e-01	1.939812e-01
5.705500000000415e-03	-4.893462e-01	1.961278e-01
5.716500000000407e-03	-4.530330e-01	1.978022e-01
5.727500000000399e-03	-4.150898e-01	1.990042e-01
5.738500000000391e-03	-3.755167e-01	1.997339e-01
5.749500000000383e-03	-3.343137e-01	1.999912e-01
5.760500000000375e-03	-2.914809e-01	1.997762e-01
5.771500000000367e-03	-2.470181e-01	1.990889e-01
5.777357142857505e-03	-2.231791e-01	1.985233e-01
5.783214285714644e-03	-1.992132e-01	1.978271e-01
5.789071428571782e-03	-1.751204e-01	1.970003e-01
5.794928571428921e-03	-1.509006e-01	1.960430e-01
5.800785714286059e-03	-1.265540e-01	1.949552e-01
5.806642857143198e-03	-1.020804e-01	1.937369e-01
5.812500000000336e-03	-7.747987e-02	1.923880e-01
5.815500000000334e-03	-6.491619e-02	1.916502e-01
5.819500000000331e-03	-4.814277e-02	1.906142e-01
5.823500000000328e-03	-3.140745e-02	1.895227e-01
5.827500000000325e-03	-1.471023e-02	1.883758e-01
5.831500000000323e-03	1.948885e-03	1.871735e-01
5.835500000000320e-03	1.856990e-02	1.859158e-01
5.839500000000317e-03	3.515282e-02	1.846027e-01
5.843500000000314e-03	5.169763e-02	1.832341e-01
5.852357142857450e-03	8.823570e-02	1.799928e-01
5.861214285714587e-03	1.240853e-01	1.765326e-01
5.870071428571723e-03	1.592465e-01	1.728535e-01
5.878928571428859e-03	1.937192e-01	1.689555e-01
5.887785714285995e-03	2.275035e-01	1.648386e-01
5.896642857143132e-03	2.605993e-01	1.605029e-01
5.905500000000268e-03	2.930067e-01	1.559482e-01
5.915785714285975e-03	3.293754e-01	1.504166e-01
5.926071428571681e-03	3.640805e-01	1.447355e-01
5.936357142857388e-03	3.971220e-01	1.389052e-01
5.946642857143095e-03	4.284998e-01	1.329254e-01
5.956928571428802e-03	4.582139e-01	1.267964e-01
5.967214285714509e-03	4.862644e-01	1.205179e-01
5.977500000000215e-03	5.126512e-01	1.140901e-01
5.985214285714495e-03	5.310774e-01	1.092484e-01
5.992928571428776e-03	5.483473e-01	1.044132e-01
6.000642857143056e-03	5.644609e-01	9.958473e-02
6.008357142857335e-03	5.794181e-01	9.476285e-02
6.016071428571615e-03	5.932190e-01	8.994758e-02
6.023785714285895e-03	6.058636e-01	8.513894e-02
6.031500000000176e-03	6.173518e-01	8.033693e-02
6.043071428571595e-03	6.323505e-01	7.317919e-02
6.054642857143016e-03	6.444419e-01	6.625109e-02
6.066214285714436e-03	6.536260e-01	5.955263e-02
6.077785714285856e-03	6.599028e-01	5.308381e-02
6.089357142857276e-03	6.632723e-01	4.684463e-02
6.100928571428696e-03	6.637345e-01	4.083509e-02
6.112500000000116e-03	6.612894e-01	3.505519e-02
6.116357142857256e-03	6.597562e-01	3.322906e-02
6.120214285714396e-03	6.578744e-01	3.144470e-02
6.124071428571536e-03	6.556440e-01	2.970209e-02
6.127928571428676e-03	6.530650e-01	2.800125e-02
6.131785714285816e-03	6.501373e-01	2.634218e-02
6.135642857142957e-03	6.468611e-01	2.472486e-02
6.139500000000096e-03	6.432362e-01	2.314931e-02
6.140500000000096e-03	6.422374e-01	2.274880e-02
6.149928571428660e-03	6.316591e-01	1.909951e-02
6.159357142857224e-03	6.189171e-01	1.576013e-02
6.168785714285789e-03	6.040114e-01	1.273066e-02
6.178214285714354e-03	5.869420e-01	1.001111e-02
6.187642857142918e-03	5.677089e-01	7.601479e-03
6.197071428571482e-03	5.463121e-01	5.501760e-03
6.206500000000047e-03	5.227516e-01	3.711957e-03
6.218071428571467e-03	4.905225e-01	2.000607e-03
6.229642857142888e-03	4.555538e-01	8.145191e-04
6.241214285714307e-03	4.178455e-01	1.536929e-04
6.252785714285727e-03	3.773976e-01	1.812872e-05
6.264357142857147e-03	3.342102e-01	4.078265e-04
6.275928571428568e-03	2.882832e-01	1.322786e-03
6.287499999999988e-03	2.396167e-01	2.763008e-03
6.292785714285698e-03	2.168750e-01	3.594809e-03
6.298071428571408e-03	1.938418e-01	4.530016e-03
6.303357142857118e-03	1.705169e-01	5.568631e-03
6.308642857142830e-03	1.469005e-01	6.710653e-03
6.313928571428540e-03	1.229924e-01	7.956082e-03
6.319214285714250e-03	9.879274e-02	9.304919e-03
6.324499999999960e-03	7.430145e-02	1.075716e-02
6.326642857142816e-03	6.434912e-02	1.137301e-02
6.328785714285671e-03	5.437687e-02	1.200463e-02
6.330928571428527e-03	4.438470e-02	1.265202e-02
6.333071428571382e-03	3.437262e-02	1.331518e-02
6.335214285714238e-03	2.434062e-02	1.399411e-02
6.337357142857093e-03	1.428870e-02	1.468881e-02
6.339499999999949e-03	4.216863e-03	1.539929e-02
6.342928571428518e-03	-1.193633e-02	1.656888e-02
6.346357142857087e-03	-2.808334e-02	1.777573e-02
6.349785714285656e-03	-4.422418e-02	1.901984e-02
6.353214285714225e-03	-6.035884e-02	2.030122e-02
6.356642857142794e-03	-7.648732e-02	2.161987e-02
6.360071428571363e-03	-9.260963e-02	2.297578e-02
6.363499999999932e-03	-1.087258e-01	2.436896e-02
6.372071428571354e-03	-1.491146e-01	2.803020e-02
6.380642857142777e-03	-1.887189e-01	3.187075e-02
6.389214285714199e-03	-2.275386e-01	3.589061e-02
6.397785714285621e-03	-2.655736e-01	4.008979e-02
6.406357142857043e-03	-3.028240e-01	4.446829e-02
6.414928571428466e-03	-3.392898e-01	4.902610e-02
6.423499999999888e-03	-3.749710e-01	5.376323e-02
6.432928571428452e-03	-4.126919e-01	5.914365e-02
6.442357142857016e-03	-4.484006e-01	6.461842e-02
6.451785714285581e-03	-4.820972e-01	7.018753e-02
6.461214285714146e-03	-5.137816e-01	7.585099e-02
6.470642857142711e-03	-5.434539e-01	8.160879e-02
6.480071428571274e-03	-5.711140e-01	8.746094e-02
6.489499999999839e-03	-5.967619e-01	9.340744e-02
6.496214285714120e-03	-6.134205e-01	9.764029e-02
6.502928571428401e-03	-6.287918e-01	1.018587e-01
6.509642857142682e-03	-6.428760e-01	1.060625e-01
6.516357142856962e-03	-6.556730e-01	1.102519e-01
6.523071428571243e-03	-6.671828e-01	1.144268e-01
6.529785714285524e-03	-6.774055e-01	1.185872e-01
6.536499999999805e-03	-6.863410e-01	1.227331e-01
6.548357142856938e-03	-6.986956e-01	1.300107e-01
6.560214285714073e-03	-7.069062e-01	1.370287e-01
6.572071428571207e-03	-7.109726e-01	1.437872e-01
6.583928571428341e-03	-7.108950e-01	1.502861e-01
6.595785714285475e-03	-7.066733e-01	1.565254e-01
6.607642857142610e-03	-6.983075e-01	1.625052e-01
6.619499999999744e-03	-6.857976e-01	1.682254e-01
6.633928571428305e-03	-6.646519e-01	1.746599e-01
6.648357142856865e-03	-6.388438e-01	1.803811e-01
6.662785714285426e-03	-6.083735e-01	1.853890e-01
6.677214285713987e-03	-5.732409e-01	1.896835e-01
6.691642857142548e-03	-5.334460e-01	1.932647e-01
6.706071428571108e-03	-4.889888e-01	1.961326e-01
6.720499999999669e-03	-4.398694e-01	1.982871e-01
6.730071428571091e-03	-4.057443e-01	1.992172e-01
6.739642857142513e-03	-3.706979e-01	1.997872e-01
6.749214285713934e-03	-3.347304e-01	1.999973e-01
6.758785714285355e-03	-2.978416e-01	1.998472e-01
6.768357142856777e-03	-2.600316e-01	1.993372e-01
6.777928571428199e-03	-2.213004e-01	1.984671e-01
6.787499999999620e-03	-1.816479e-01	1.972370e-01
6.791499999999617e-03	-1.650738e-01	1.966184e-01
6.795499999999614e-03	-1.484658e-01	1.959400e-01
6.799499999999611e-03	-1.318239e-01	1.952017e-01
6.803499999999608e-03	-1.151481e-01	1.944036e-01
6.807499999999606e-03	-9.843836e-02	1.935457e-01
6.811499999999603e-03	-8.169473e-02	1.926279e-01
6.815499999999600e-03	-6.491719e-02	1.916502e-01
6.819499999999597e-03	-4.814374e-02	1.906142e-01
6.823499999999594e-03	-3.140839e-02	1.895227e-01
6.827499999999591e-03	-1.471115e-02	1.883758e-01
6.831499999999588e-03	1.948002e-03	1.871735e-01
6.835499999999585e-03	1.856905e-02	1.859158e-01
6.839499999999582e-03	3.515200e-02	1.846027e-01
6.843499999999579e-03	5.169684e-02	1.832341e-01
6.852357142856715e-03	8.823498e-02	1.799928e-01
6.861214285713852e-03	1.240847e-01	1.765326e-01
6.870071428570988e-03	1.592459e-01	1.728535e-01
6.878928571428125e-03	1.937187e-01	1.689555e-01
6.887785714285261e-03	2.275030e-01	1.648386e-01
6.896642857142398e-03	2.605989e-01	1.605029e-01
6.905499999999534e-03	2.930063e-01	1.559482e-01
6.915928571428098e-03	3.298759e-01	1.503364e-01
6.926357142856661e-03	3.650313e-01	1.445723e-01
6.936785714285225e-03	3.984724e-01	1.386559e-01
6.947214285713789e-03	4.301994e-01	1.325873e-01
6.957642857142353e-03	4.602122e-01	1.263664e-01
6.968071428570916e-03	4.885107e-01	1.199932e-01
6.978499999999480e-03	5.150951e-01	1.134678e-01
6.986071428570903e-03	5.330487e-01	1.087135e-01
6.993642857142326e-03	5.498871e-01	1.039664e-01
7.001214285713749e-03	5.656103e-01	9.922632e-02
7.008785714285172e-03	5.802184e-01	9.449334e-02
7.016357142856595e-03	5.937114e-01	8.976744e-02
7.023928571428018e-03	6.060893e-01	8.504864e-02
7.031499999999441e-03	6.173520e-01	8.033693e-02
7.043071428570861e-03	6.323507e-01	7.317919e-02
7.054642857142281e-03	6.444420e-01	6.625109e-02
7.066214285713701e-03	6.536260e-01	5.955263e-02
7.077785714285121e-03	6.599027e-01	5.308381e-02
7.089357142856541e-03	6.632722e-01	4.684463e-02
7.100928571427962e-03	6.637342e-01	4.083509e-02
7.112499999999381e-03	6.612890e-01	3.505519e-02
7.119785714285090e-03	6.581232e-01	3.162763e-02
7.127071428570799e-03	6.536955e-01	2.835946e-02
7.134357142856508e-03	6.480060e-01	2.525067e-02
7.141642857142218e-03	6.410546e-01	2.230127e-02
7.148928571427926e-03	6.328414e-01	1.951125e-02
7.156214285713635e-03	6.233664e-01	1.688062e-02
7.163499999999344e-03	6.126296e-01	1.440937e-02
7.164499999999343e-03	6.110517e-01	1.408614e-02
7.173499999999337e-03	5.957185e-01	1.131509e-02
7.182499999999330e-03	5.784321e-01	8.844461e-03
7.191499999999323e-03	5.591924e-01	6.674253e-03
7.200499999999317e-03	5.379995e-01	4.804466e-03
7.209499999999310e-03	5.148534e-01	3.235100e-03
7.218499999999304e-03	4.897540e-01	1.966157e-03
7.227499999999297e-03	4.627014e-01	9.976343e-04
7.237499999999290e-03	4.302037e-01	3.113708e-04
7.247499999999282e-03	3.958588e-01	1.686493e-05
7.257499999999275e-03	3.596668e-01	1.141166e-04
7.267499999999268e-03	3.216276e-01	6.031258e-04
7.277499999999260e-03	2.817414e-01	1.483893e-03
7.287499999999253e-03	2.400080e-01	2.756417e-03
7.297499999999246e-03	1.964275e-01	4.420699e-03
7.301642857142100e-03	1.781228e-01	5.220014e-03
7.305785714284954e-03	1.596620e-01	6.081962e-03
7.309928571427808e-03	1.410450e-01	7.006541e-03
7.314071428570662e-03	1.222719e-01	7.993752e-03
7.318214285713516e-03	1.033426e-01	9.043594e-03
7.322357142856370e-03	8.425728e-02	1.015607e-02
7.326499999999224e-03	6.501578e-02	1.133117e-02
7.328928571427794e-03	5.370509e-02	1.204745e-02
7.331357142856363e-03	4.237320e-02	1.278376e-02
7.333785714284933e-03	3.102009e-02	1.354011e-02
7.336214285713503e-03	1.964577e-02	1.431650e-02
7.338642857142073e-03	8.250241e-03	1.511292e-02
7.341071428570642e-03	-3.166503e-03	1.592938e-02
7.343499999999212e-03	-1.460446e-02	1.676587e-02
7.349071428570636e-03	-4.095910e-02	1.876360e-02
7.354642857142061e-03	-6.720833e-02	2.085412e-02
7.360214285713485e-03	-9.335214e-02	2.303745e-02
7.365785714284910e-03	-1.193905e-01	2.531357e-02
7.371357142856334e-03	-1.453235e-01	2.768250e-02
7.376928571427759e-03	-1.711511e-01	3.014422e-02
7.382499999999183e-03	-1.968732e-01	3.269875e-02
7.393071428570604e-03	-2.453493e-01	3.781911e-02
7.403642857142025e-03	-2.920159e-01	4.315214e-02
7.414214285713446e-03	-3.368728e-01	4.869782e-02
7.424785714284866e-03	-3.799200e-01	5.445617e-02
7.435357142856287e-03	-4.211577e-01	6.042717e-02
7.445928571427708e-03	-4.605857e-01	6.661084e-02
7.456499999999129e-03	-4.982041e-01	7.300717e-02
7.462499999999124e-03	-5.181748e-01	7.666868e-02
7.468499999999120e-03	-5.372286e-01	8.035017e-02
7.474499999999116e-03	-5.553658e-01	8.405166e-02
7.480499999999111e-03	-5.725861e-01	8.777314e-02
7.486499999999107e-03	-5.888898e-01	9.151461e-02
7.492499999999102e-03	-6.042767e-01	9.527608e-02
7.498499999999098e-03	-6.187468e-01	9.905753e-02
7.499499999999097e-03	-6.210560e-01	9.968584e-02
7.500000000000000e-03	-6.222019e-01	1.000000e-01
