Model,MDO3012
Firmware Version,1.26

Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,0.0002,,,Horizontal Scale,0.0002
Horizontal Delay,0,,,Horizontal Delay,0
Sample Interval,2e-07,,,Sample Interval,2e-07
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,10,0.01,,Probe Attenuation,1
Vertical Units,V,A,,Vertical Units,W
Vertical Offset,0,0,,Vertical Offset,0
Vertical Scale,1,0.01,,Vertical Scale,0.2
Vertical Position,-0.02,-0.02,,Vertical Position,-0.0961381
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH1,CH2,,TIME,"MATH<CH1*CH2>"
-8.2000e-05,-2.34172,0.0197547,,-8.2000e-05,-0.0464599
-8.1800e-05,-2.34109,0.0197891,,-8.1800e-05,-0.0462724
-8.1600e-05,-2.35062,0.0198156,,-8.1600e-05,-0.0462724
-8.1400e-05,-2.34391,0.0197672,,-8.1400e-05,-0.0466161
-8.1200e-05,-2.35172,0.0197328,,-8.1200e-05,-0.0462411
-8.1000e-05,-2.34594,0.019725,,-8.1000e-05,-0.0464286
-8.0800e-05,-2.34094,0.0196891,,-8.0800e-05,-0.0463974
-8.0600e-05,-2.34609,0.0197672,,-8.0600e-05,-0.0463349
-8.0400e-05,-2.33891,0.0197578,,-8.0400e-05,-0.0463661
-8.0200e-05,-2.34172,0.0197375,,-8.0200e-05,-0.0462724
-8.0000e-05,-2.33891,0.0197703,,-8.0000e-05,-0.0463349
-7.9800e-05,-2.34109,0.0198312,,-7.9800e-05,-0.0464286
-7.9600e-05,-2.34016,0.01975,,-7.9600e-05,-0.0462411
-7.9400e-05,-2.34266,0.0197781,,-7.9400e-05,-0.0463974
-7.9200e-05,-2.34703,0.0198063,,-7.9200e-05,-0.0463349
-7.9000e-05,-2.34422,0.0197578,,-7.9000e-05,-0.0462099
-7.8800e-05,-2.34094,0.0198109,,-7.8800e-05,-0.0461786
-7.8600e-05,-2.35156,0.0198,,-7.8600e-05,-0.0465224
-7.8400e-05,-2.345,0.0199063,,-7.8400e-05,-0.0461786
-7.8200e-05,-2.35094,0.0197172,,-7.8200e-05,-0.0463661
-7.8000e-05,-2.34031,0.0198187,,-7.8000e-05,-0.0461786
-7.7800e-05,-2.34516,0.0198469,,-7.7800e-05,-0.0465224
-7.7600e-05,-2.34953,0.0197484,,-7.7600e-05,-0.0462411
-7.7400e-05,-2.34313,0.0197594,,-7.7400e-05,-0.0459286
-7.7200e-05,-2.34391,0.01975,,-7.7200e-05,-0.0464599
-7.7000e-05,-2.33719,0.0197562,,-7.7000e-05,-0.0464911
-7.6800e-05,-2.34703,0.0197906,,-7.6800e-05,-0.0462411
-7.6600e-05,-2.3475,0.0197937,,-7.6600e-05,-0.0463661
-7.6400e-05,-2.34766,0.0197937,,-7.6400e-05,-0.0463974
-7.6200e-05,-2.34656,0.0197687,,-7.6200e-05,-0.0463036
-7.6000e-05,-2.34375,0.01985,,-7.6000e-05,-0.0464911
-7.5800e-05,-2.34578,0.0198094,,-7.5800e-05,-0.0463974
-7.5600e-05,-2.345,0.0197594,,-7.5600e-05,-0.0463036
-7.5400e-05,-2.34016,0.0197703,,-7.5400e-05,-0.0463036
-7.5200e-05,-2.34891,0.0197344,,-7.5200e-05,-0.0463349
-7.5000e-05,-2.34281,0.0198406,,-7.5000e-05,-0.0463036
-7.4800e-05,-2.34578,0.0197516,,-7.4800e-05,-0.0461474
-7.4600e-05,-2.34437,0.0198203,,-7.4600e-05,-0.0464599
-7.4400e-05,-2.34063,0.019775,,-7.4400e-05,-0.0464286
-7.4200e-05,-2.34641,0.0197469,,-7.4200e-05,-0.0460224
-7.4000e-05,-2.34375,0.0197859,,-7.4000e-05,-0.0462411
-7.3800e-05,-2.34266,0.0197406,,-7.3800e-05,-0.0461474
-7.3600e-05,-2.34203,0.0198078,,-7.3600e-05,-0.0463661
-7.3400e-05,-2.34547,0.0197969,,-7.3400e-05,-0.0466161
-7.3200e-05,-2.34297,0.0198453,,-7.3200e-05,-0.0462099
-7.3000e-05,-2.34469,0.0197844,,-7.3000e-05,-0.0463349
-7.2800e-05,-2.34437,0.0198281,,-7.2800e-05,-0.0465224
-7.2600e-05,-2.34422,0.0197594,,-7.2600e-05,-0.0463349
-7.2400e-05,-2.34063,0.0198219,,-7.2400e-05,-0.0462099
-7.2200e-05,-2.34813,0.0198266,,-7.2200e-05,-0.0461474
-7.2000e-05,-2.34047,0.0197203,,-7.2000e-05,-0.0459286
-7.1800e-05,-2.34609,0.0198047,,-7.1800e-05,-0.0463661
-7.1600e-05,-2.34219,0.0198391,,-7.1600e-05,-0.0462099
-7.1400e-05,-2.34625,0.0197703,,-7.1400e-05,-0.0464286
-7.1200e-05,-2.34734,0.0198297,,-7.1200e-05,-0.0463661
-7.1000e-05,-2.34391,0.0197234,,-7.1000e-05,-0.0462099
-7.0800e-05,-2.34094,0.0197656,,-7.0800e-05,-0.0463036
-7.0600e-05,-2.34734,0.0197078,,-7.0600e-05,-0.0463349
-7.0400e-05,-2.33672,0.0197516,,-7.0400e-05,-0.0461161
-7.0200e-05,-2.34859,0.0197813,,-7.0200e-05,-0.0463661
-7.0000e-05,-2.34266,0.0197453,,-7.0000e-05,-0.0463036
-6.9800e-05,-2.34219,0.0196672,,-6.9800e-05,-0.0462411
-6.9600e-05,-2.34703,0.0197453,,-6.9600e-05,-0.0461786
-6.9400e-05,-2.34953,0.0197578,,-6.9400e-05,-0.0463974
-6.9200e-05,-2.34719,0.0197828,,-6.9200e-05,-0.0464286
-6.9000e-05,-2.35312,0.0197406,,-6.9000e-05,-0.0461474
-6.8800e-05,-2.34781,0.0198031,,-6.8800e-05,-0.0462411
-6.8600e-05,-2.33844,0.0197188,,-6.8600e-05,-0.0463661
-6.8400e-05,-2.345,0.0197687,,-6.8400e-05,-0.0461474
-6.8200e-05,-2.34953,0.0198484,,-6.8200e-05,-0.0462099
-6.8000e-05,-2.34406,0.0197828,,-6.8000e-05,-0.0463974
-6.7800e-05,-2.34594,0.0197656,,-6.7800e-05,-0.0464599
-6.7600e-05,-2.34063,0.0197969,,-6.7600e-05,-0.0463036
-6.7400e-05,-2.34406,0.0197453,,-6.7400e-05,-0.0461786
-6.7200e-05,-2.34969,0.0197266,,-6.7200e-05,-0.0461474
-6.7000e-05,-2.34266,0.0197047,,-6.7000e-05,-0.0462724
-6.6800e-05,-2.34734,0.0197703,,-6.6800e-05,-0.0462724
-6.6600e-05,-2.34172,0.0198422,,-6.6600e-05,-0.0459911
-6.6400e-05,-2.34641,0.01985,,-6.6400e-05,-0.0462099
-6.6200e-05,-2.34859,0.0197359,,-6.6200e-05,-0.0463349
-6.6000e-05,-2.34656,0.0198187,,-6.6000e-05,-0.0461786
-6.5800e-05,-2.34703,0.0197859,,-6.5800e-05,-0.0462099
-6.5600e-05,-2.33781,0.0197609,,-6.5600e-05,-0.0462099
-6.5400e-05,-2.33906,0.0196813,,-6.5400e-05,-0.0463349
-6.5200e-05,-2.34719,0.0198141,,-6.5200e-05,-0.0463349
-6.5000e-05,-2.34484,0.0197984,,-6.5000e-05,-0.0463036
-6.4800e-05,-2.34266,0.0197859,,-6.4800e-05,-0.0461161
-6.4600e-05,-2.34125,0.0197625,,-6.4600e-05,-0.0462099
-6.4400e-05,-2.33828,0.019675,,-6.4400e-05,-0.0463349
-6.4200e-05,-2.34672,0.0197937,,-6.4200e-05,-0.0464599
-6.4000e-05,-2.34578,0.0197937,,-6.4000e-05,-0.0464599
-6.3800e-05,-2.34141,0.0198234,,-6.3800e-05,-0.0462411
-6.3600e-05,-2.34719,0.0197453,,-6.3600e-05,-0.0462411
-6.3400e-05,-2.34375,0.0197172,,-6.3400e-05,-0.0462099
-6.3200e-05,-2.34156,0.019775,,-6.3200e-05,-0.0461161
-6.3000e-05,-2.3375,0.0197781,,-6.3000e-05,-0.0460224
-6.2800e-05,-2.34297,0.0197234,,-6.2800e-05,-0.0462411
-6.2600e-05,-2.35109,0.0197953,,-6.2600e-05,-0.0462411
-6.2400e-05,-2.34266,0.0198187,,-6.2400e-05,-0.0461786
-6.2200e-05,-2.34453,0.0197469,,-6.2200e-05,-0.0463661
-6.2000e-05,-2.34469,0.019775,,-6.2000e-05,-0.0462724
-6.1800e-05,-2.34359,0.0198016,,-6.1800e-05,-0.0462724
-6.1600e-05,-2.34625,0.0197484,,-6.1600e-05,-0.0464286
-6.1400e-05,-2.34563,0.0197781,,-6.1400e-05,-0.0462411
-6.1200e-05,-2.34047,0.0197734,,-6.1200e-05,-0.0462099
-6.1000e-05,-2.34531,0.01985,,-6.1000e-05,-0.0462724
-6.0800e-05,-2.34172,0.019825,,-6.0800e-05,-0.0464286
-6.0600e-05,-2.34016,0.0197734,,-6.0600e-05,-0.0461474
-6.0400e-05,-2.34063,0.0197203,,-6.0400e-05,-0.0462411
-6.0200e-05,-2.34828,0.0196781,,-6.0200e-05,-0.0461474
-6.0000e-05,-2.35281,0.0197781,,-6.0000e-05,-0.0462724
-5.9800e-05,-2.34203,0.0197687,,-5.9800e-05,-0.0462099
-5.9600e-05,-2.34656,0.0196703,,-5.9600e-05,-0.0461161
-5.9400e-05,-2.33766,0.0198344,,-5.9400e-05,-0.0463974
-5.9200e-05,-2.34719,0.0198484,,-5.9200e-05,-0.0464599
-5.9000e-05,-2.34344,0.0196781,,-5.9000e-05,-0.0461786
-5.8800e-05,-2.34484,0.0197547,,-5.8800e-05,-0.0461786
-5.8600e-05,-2.3475,0.019725,,-5.8600e-05,-0.0461474
-5.8400e-05,-2.34625,0.0197266,,-5.8400e-05,-0.0459286
-5.8200e-05,-2.34172,0.0198078,,-5.8200e-05,-0.0462724
-5.8000e-05,-2.34672,0.0197109,,-5.8000e-05,-0.0464911
-5.7800e-05,-2.34359,0.0197641,,-5.7800e-05,-0.0459599
-5.7600e-05,-2.34781,0.0197609,,-5.7600e-05,-0.0463349
-5.7400e-05,-2.3425,0.0197156,,-5.7400e-05,-0.0462099
-5.7200e-05,-2.34047,0.0198063,,-5.7200e-05,-0.0462099
-5.7000e-05,-2.34563,0.0196953,,-5.7000e-05,-0.0461474
-5.6800e-05,-2.35016,0.0197156,,-5.6800e-05,-0.0462724
-5.6600e-05,-2.34516,0.0197672,,-5.6600e-05,-0.0463661
-5.6400e-05,-2.34406,0.0197422,,-5.6400e-05,-0.0463661
-5.6200e-05,-2.34578,0.0197813,,-5.6200e-05,-0.0461474
-5.6000e-05,-2.34641,0.0197391,,-5.6000e-05,-0.0461161
-5.5800e-05,-2.34281,0.0196766,,-5.5800e-05,-0.0460536
-5.5600e-05,-2.3475,0.0197078,,-5.5600e-05,-0.0463036
-5.5400e-05,-2.33688,0.0197312,,-5.5400e-05,-0.0462411
-5.5200e-05,-2.33906,0.0196859,,-5.5200e-05,-0.0462724
-5.5000e-05,-2.34547,0.0197828,,-5.5000e-05,-0.0462411
-5.4800e-05,-2.34297,0.0197594,,-5.4800e-05,-0.0462411
-5.4600e-05,-2.34391,0.019675,,-5.4600e-05,-0.0463349
-5.4400e-05,-2.34906,0.0197391,,-5.4400e-05,-0.0462411
-5.4200e-05,-2.34453,0.0197203,,-5.4200e-05,-0.0461474
-5.4000e-05,-2.34734,0.0197719,,-5.4000e-05,-0.0463349
-5.3800e-05,-2.35109,0.0197375,,-5.3800e-05,-0.0462411
-5.3600e-05,-2.33688,0.0197422,,-5.3600e-05,-0.0461786
-5.3400e-05,-2.34344,0.0197687,,-5.3400e-05,-0.0461474
-5.3200e-05,-2.34469,0.0197328,,-5.3200e-05,-0.0462099
-5.3000e-05,-2.34547,0.0197031,,-5.3000e-05,-0.0461474
-5.2800e-05,-2.33937,0.0196906,,-5.2800e-05,-0.0462724
-5.2600e-05,-2.34047,0.01975,,-5.2600e-05,-0.0459599
-5.2400e-05,-2.34828,0.0197656,,-5.2400e-05,-0.0461161
-5.2200e-05,-2.34187,0.0198109,,-5.2200e-05,-0.0460224
-5.2000e-05,-2.34672,0.0197922,,-5.2000e-05,-0.0461474
-5.1800e-05,-2.34797,0.0196984,,-5.1800e-05,-0.0463349
-5.1600e-05,-2.33781,0.0197547,,-5.1600e-05,-0.0462099
-5.1400e-05,-2.34172,0.0197875,,-5.1400e-05,-0.0464599
-5.1200e-05,-2.34844,0.0197937,,-5.1200e-05,-0.0463661
-5.1000e-05,-2.35047,0.0198172,,-5.1000e-05,-0.0463661
-5.0800e-05,-2.34578,0.0197578,,-5.0800e-05,-0.0461786
-5.0600e-05,-2.34187,0.0197281,,-5.0600e-05,-0.0462099
-5.0400e-05,-2.33891,0.0196828,,-5.0400e-05,-0.0463349
-5.0200e-05,-2.34234,0.0197578,,-5.0200e-05,-0.0463036
-5.0000e-05,-2.34281,0.0197234,,-5.0000e-05,-0.0462099
-4.9800e-05,-2.34156,0.0197687,,-4.9800e-05,-0.0464911
-4.9600e-05,-2.35,0.0197562,,-4.9600e-05,-0.0461474
-4.9400e-05,-2.34437,0.0197766,,-4.9400e-05,-0.0463036
-4.9200e-05,-2.34453,0.0197875,,-4.9200e-05,-0.0462099
-4.9000e-05,-2.34641,0.0198937,,-4.9000e-05,-0.0463036
-4.8800e-05,-2.33391,0.0197609,,-4.8800e-05,-0.0462099
-4.8600e-05,-2.34313,0.0197297,,-4.8600e-05,-0.0462411
-4.8400e-05,-2.34594,0.0198203,,-4.8400e-05,-0.0459599
-4.8200e-05,-2.34891,0.0197813,,-4.8200e-05,-0.0463974
-4.8000e-05,-2.33969,0.0197344,,-4.8000e-05,-0.0463349
-4.7800e-05,-2.34375,0.0196969,,-4.7800e-05,-0.0463349
-4.7600e-05,-2.34125,0.0196953,,-4.7600e-05,-0.0463974
-4.7400e-05,-2.34297,0.0197547,,-4.7400e-05,-0.0463036
-4.7200e-05,-2.34594,0.0196188,,-4.7200e-05,-0.0463349
-4.7000e-05,-2.34609,0.0197297,,-4.7000e-05,-0.0463349
-4.6800e-05,-2.34078,0.0197687,,-4.6800e-05,-0.0459599
-4.6600e-05,-2.34391,0.0196813,,-4.6600e-05,-0.0463036
-4.6400e-05,-2.34297,0.0197625,,-4.6400e-05,-0.0462099
-4.6200e-05,-2.34375,0.0197359,,-4.6200e-05,-0.0463974
-4.6000e-05,-2.34813,0.0197016,,-4.6000e-05,-0.0461161
-4.5800e-05,-2.34703,0.0197047,,-4.5800e-05,-0.0461161
-4.5600e-05,-2.34813,0.0197438,,-4.5600e-05,-0.0461474
-4.5400e-05,-2.34047,0.0197391,,-4.5400e-05,-0.0463974
-4.5200e-05,-2.34563,0.0196937,,-4.5200e-05,-0.0461474
-4.5000e-05,-2.33813,0.0196734,,-4.5000e-05,-0.0463974
-4.4800e-05,-2.34313,0.0196828,,-4.4800e-05,-0.0462099
-4.4600e-05,-2.34031,0.0196656,,-4.4600e-05,-0.0461474
-4.4400e-05,-2.34672,0.0198031,,-4.4400e-05,-0.0463349
-4.4200e-05,-2.34813,0.0196563,,-4.4200e-05,-0.0462724
-4.4000e-05,-2.34141,0.0196875,,-4.4000e-05,-0.0461474
-4.3800e-05,-2.34828,0.0197234,,-4.3800e-05,-0.0462099
-4.3600e-05,-2.34,0.0197031,,-4.3600e-05,-0.0463036
-4.3400e-05,-2.34578,0.0197234,,-4.3400e-05,-0.0460849
-4.3200e-05,-2.33859,0.0197266,,-4.3200e-05,-0.0460849
-4.3000e-05,-2.34234,0.0198031,,-4.3000e-05,-0.0460224
-4.2800e-05,-2.33922,0.0197359,,-4.2800e-05,-0.0461786
-4.2600e-05,-2.34953,0.0197203,,-4.2600e-05,-0.0460849
-4.2400e-05,-2.34531,0.0197625,,-4.2400e-05,-0.0461474
-4.2200e-05,-2.34297,0.0197766,,-4.2200e-05,-0.0464599
-4.2000e-05,-2.34766,0.0196609,,-4.2000e-05,-0.0463349
-4.1800e-05,-2.34359,0.0197,,-4.1800e-05,-0.0460224
-4.1600e-05,-2.33969,0.0197281,,-4.1600e-05,-0.0460224
-4.1400e-05,-2.34609,0.0196828,,-4.1400e-05,-0.0461474
-4.1200e-05,-2.34172,0.0196672,,-4.1200e-05,-0.0463036
-4.1000e-05,-2.34734,0.0196922,,-4.1000e-05,-0.0461474
-4.0800e-05,-2.35,0.0196797,,-4.0800e-05,-0.0460536
-4.0600e-05,-2.34609,0.0196906,,-4.0600e-05,-0.0461161
-4.0400e-05,-2.34313,0.0197141,,-4.0400e-05,-0.0464286
-4.0200e-05,-2.34344,0.0197062,,-4.0200e-05,-0.0461474
-4.0000e-05,-2.33734,0.0197125,,-4.0000e-05,-0.0462411
-3.9800e-05,-2.34359,0.0197844,,-3.9800e-05,-0.0461786
-3.9600e-05,-2.34219,0.0196547,,-3.9600e-05,-0.0460536
-3.9400e-05,-2.34687,0.0197594,,-3.9400e-05,-0.0461786
-3.9200e-05,-2.34234,0.0198187,,-3.9200e-05,-0.0460849
-3.9000e-05,-2.34859,0.0197094,,-3.9000e-05,-0.0457724
-3.8800e-05,-2.34172,0.0197281,,-3.8800e-05,-0.0461786
-3.8600e-05,-2.34734,0.0196578,,-3.8600e-05,-0.0461474
-3.8400e-05,-2.34531,0.0197375,,-3.8400e-05,-0.0460849
-3.8200e-05,-2.34359,0.0197531,,-3.8200e-05,-0.0463349
-3.8000e-05,-2.35203,0.0197188,,-3.8000e-05,-0.0458349
-3.7800e-05,-2.34203,0.0197094,,-3.7800e-05,-0.0462411
-3.7600e-05,-2.34203,0.0196813,,-3.7600e-05,-0.0462099
-3.7400e-05,-2.34828,0.0197344,,-3.7400e-05,-0.0462099
-3.7200e-05,-2.35031,0.0197594,,-3.7200e-05,-0.0461786
-3.7000e-05,-2.34563,0.0196969,,-3.7000e-05,-0.0463349
-3.6800e-05,-2.34078,0.0198375,,-3.6800e-05,-0.0463661
-3.6600e-05,-2.33625,0.0196453,,-3.6600e-05,-0.0462411
-3.6400e-05,-2.33813,0.019725,,-3.6400e-05,-0.0462099
-3.6200e-05,-2.34469,0.0197438,,-3.6200e-05,-0.0461786
-3.6000e-05,-2.34516,0.0197734,,-3.6000e-05,-0.0462411
-3.5800e-05,-2.34391,0.01965,,-3.5800e-05,-0.0463036
-3.5600e-05,-2.34875,0.0197078,,-3.5600e-05,-0.0461161
-3.5400e-05,-2.34484,0.0197531,,-3.5400e-05,-0.0462724
-3.5200e-05,-2.34125,0.0197828,,-3.5200e-05,-0.0463349
-3.5000e-05,-2.34172,0.0196984,,-3.5000e-05,-0.0461161
-3.4800e-05,-2.34687,0.0197078,,-3.4800e-05,-0.0462099
-3.4600e-05,-2.34203,0.0197156,,-3.4600e-05,-0.0461161
-3.4400e-05,-2.33781,0.0196312,,-3.4400e-05,-0.0461786
-3.4200e-05,-2.34313,0.0196906,,-3.4200e-05,-0.0460536
-3.4000e-05,-2.34563,0.0198047,,-3.4000e-05,-0.0461161
-3.3800e-05,-2.34172,0.0196484,,-3.3800e-05,-0.0463036
-3.3600e-05,-2.34437,0.0198125,,-3.3600e-05,-0.0465849
-3.3400e-05,-2.33922,0.0197422,,-3.3400e-05,-0.0460224
-3.3200e-05,-2.35141,0.0196937,,-3.3200e-05,-0.0463974
-3.3000e-05,-2.34687,0.0197438,,-3.3000e-05,-0.0458349
-3.2800e-05,-2.33781,0.01975,,-3.2800e-05,-0.0462411
-3.2600e-05,-2.345,0.0196766,,-3.2600e-05,-0.0462724
-3.2400e-05,-2.34141,0.0196328,,-3.2400e-05,-0.0461786
-3.2200e-05,-2.33922,0.0197484,,-3.2200e-05,-0.0463036
-3.2000e-05,-2.34453,0.0197406,,-3.2000e-05,-0.0459286
-3.1800e-05,-2.34922,0.0197141,,-3.1800e-05,-0.0459599
-3.1600e-05,-2.34375,0.0197656,,-3.1600e-05,-0.0460224
-3.1400e-05,-2.34219,0.0196922,,-3.1400e-05,-0.0462411
-3.1200e-05,-2.33922,0.0197219,,-3.1200e-05,-0.0463036
-3.1000e-05,-2.34563,0.0197469,,-3.1000e-05,-0.0462411
-3.0800e-05,-2.34313,0.0197,,-3.0800e-05,-0.0461161
-3.0600e-05,-2.34359,0.0197594,,-3.0600e-05,-0.0461474
-3.0400e-05,-2.35234,0.0197188,,-3.0400e-05,-0.0459599
-3.0200e-05,-2.34484,0.0196953,,-3.0200e-05,-0.0461786
-3.0000e-05,-2.34094,0.0196453,,-3.0000e-05,-0.0461786
-2.9800e-05,-2.34844,0.0196719,,-2.9800e-05,-0.0462411
-2.9600e-05,-2.33625,0.0198125,,-2.9600e-05,-0.0459911
-2.9400e-05,-2.34391,0.0197859,,-2.9400e-05,-0.0460849
-2.9200e-05,-2.34109,0.0197516,,-2.9200e-05,-0.0459911
-2.9000e-05,-2.34828,0.0196781,,-2.9000e-05,-0.0461786
-2.8800e-05,-2.34203,0.0197484,,-2.8800e-05,-0.0462099
-2.8600e-05,-2.34469,0.0196797,,-2.8600e-05,-0.0461474
-2.8400e-05,-2.34609,0.0196641,,-2.8400e-05,-0.0460849
-2.8200e-05,-2.34297,0.0197562,,-2.8200e-05,-0.0461474
-2.8000e-05,-2.34813,0.0197312,,-2.8000e-05,-0.0461474
-2.7800e-05,-2.34781,0.0196781,,-2.7800e-05,-0.0461474
-2.7600e-05,-2.34328,0.0197094,,-2.7600e-05,-0.0463036
-2.7400e-05,-2.34625,0.0197234,,-2.7400e-05,-0.0463349
-2.7200e-05,-2.34219,0.0197344,,-2.7200e-05,-0.0461786
-2.7000e-05,-2.34125,0.0196906,,-2.7000e-05,-0.0459911
-2.6800e-05,-2.33703,0.019675,,-2.6800e-05,-0.0463661
-2.6600e-05,-2.34141,0.0197391,,-2.6600e-05,-0.0462411
-2.6400e-05,-2.34469,0.0196969,,-2.6400e-05,-0.0464286
-2.6200e-05,-2.34406,0.0197578,,-2.6200e-05,-0.0461786
-2.6000e-05,-2.34703,0.0197328,,-2.6000e-05,-0.0461161
-2.5800e-05,-2.34328,0.0197734,,-2.5800e-05,-0.0461161
-2.5600e-05,-2.33984,0.0196859,,-2.5600e-05,-0.0461786
-2.5400e-05,-2.34422,0.0197422,,-2.5400e-05,-0.0463349
-2.5200e-05,-2.34172,0.01975,,-2.5200e-05,-0.0461786
-2.5000e-05,-2.34203,0.0196797,,-2.5000e-05,-0.0462724
-2.4800e-05,-2.33781,0.0196984,,-2.4800e-05,-0.0461474
-2.4600e-05,-2.34203,0.0197375,,-2.4600e-05,-0.0460536
-2.4400e-05,-2.34047,0.0197984,,-2.4400e-05,-0.0460536
-2.4200e-05,-2.33797,0.0196484,,-2.4200e-05,-0.0462411
-2.4000e-05,-2.34641,0.0197312,,-2.4000e-05,-0.0461474
-2.3800e-05,-2.34594,0.0197188,,-2.3800e-05,-0.0462099
-2.3600e-05,-2.34266,0.0197156,,-2.3600e-05,-0.0460849
-2.3400e-05,-2.34594,0.0197844,,-2.3400e-05,-0.0461786
-2.3200e-05,-2.33078,0.0197469,,-2.3200e-05,-0.0461786
-2.3000e-05,-2.34109,0.019625,,-2.3000e-05,-0.0463036
-2.2800e-05,-2.34594,0.0197687,,-2.2800e-05,-0.0461161
-2.2600e-05,-2.34219,0.0196594,,-2.2600e-05,-0.0461474
-2.2400e-05,-2.34172,0.0195453,,-2.2400e-05,-0.0462411
-2.2200e-05,-2.34266,0.0197031,,-2.2200e-05,-0.0462411
-2.2000e-05,-2.34516,0.0197766,,-2.2000e-05,-0.0462099
-2.1800e-05,-2.34281,0.0197578,,-2.1800e-05,-0.0459599
-2.1600e-05,-2.34172,0.0196984,,-2.1600e-05,-0.0461474
-2.1400e-05,-2.34422,0.0196875,,-2.1400e-05,-0.0461474
-2.1200e-05,-2.34391,0.0197312,,-2.1200e-05,-0.0463036
-2.1000e-05,-2.3425,0.0197047,,-2.1000e-05,-0.0461161
-2.0800e-05,-2.34187,0.0197562,,-2.0800e-05,-0.0461786
-2.0600e-05,-2.34016,0.0197391,,-2.0600e-05,-0.0461474
-2.0400e-05,-2.34906,0.0197094,,-2.0400e-05,-0.0462411
-2.0200e-05,-2.34703,0.0196453,,-2.0200e-05,-0.0461161
-2.0000e-05,-2.34594,0.0197016,,-2.0000e-05,-0.0458974
-1.9800e-05,-2.35031,0.0197781,,-1.9800e-05,-0.0461161
-1.9600e-05,-2.34531,0.0197172,,-1.9600e-05,-0.0460224
-1.9400e-05,-2.34375,0.0197375,,-1.9400e-05,-0.0460536
-1.9200e-05,-2.34,0.0197953,,-1.9200e-05,-0.0462099
-1.9000e-05,-2.34313,0.0197859,,-1.9000e-05,-0.0459911
-1.8800e-05,-2.34547,0.0197031,,-1.8800e-05,-0.0462099
-1.8600e-05,-2.34141,0.0197234,,-1.8600e-05,-0.0463036
-1.8400e-05,-2.35062,0.0196594,,-1.8400e-05,-0.0461786
-1.8200e-05,-2.34687,0.0197219,,-1.8200e-05,-0.0461786
-1.8000e-05,-2.34547,0.0198234,,-1.8000e-05,-0.0462724
-1.7800e-05,-2.34328,0.0196484,,-1.7800e-05,-0.0459911
-1.7600e-05,-2.34703,0.0196937,,-1.7600e-05,-0.0461786
-1.7400e-05,-2.34891,0.0197453,,-1.7400e-05,-0.0460849
-1.7200e-05,-2.34125,0.0196891,,-1.7200e-05,-0.0462724
-1.7000e-05,-2.34281,0.0197219,,-1.7000e-05,-0.0462099
-1.6800e-05,-2.33906,0.0196922,,-1.6800e-05,-0.0460849
-1.6600e-05,-2.34078,0.0198344,,-1.6600e-05,-0.0463974
-1.6400e-05,-2.34172,0.0197391,,-1.6400e-05,-0.0463974
-1.6200e-05,-2.34594,0.0197297,,-1.6200e-05,-0.0462411
-1.6000e-05,-2.35078,0.0196953,,-1.6000e-05,-0.0462411
-1.5800e-05,-2.34781,0.0197531,,-1.5800e-05,-0.0462099
-1.5600e-05,-2.34453,0.0196844,,-1.5600e-05,-0.0460849
-1.5400e-05,-2.34375,0.0196953,,-1.5400e-05,-0.0461474
-1.5200e-05,-2.34078,0.0196891,,-1.5200e-05,-0.0464286
-1.5000e-05,-2.34281,0.0197219,,-1.5000e-05,-0.0460224
-1.4800e-05,-2.34234,0.0197516,,-1.4800e-05,-0.0460224
-1.4600e-05,-2.34703,0.0198078,,-1.4600e-05,-0.0460536
-1.4400e-05,-2.34797,0.0197156,,-1.4400e-05,-0.0460536
-1.4200e-05,-2.34641,0.0196984,,-1.4200e-05,-0.0459599
-1.4000e-05,-2.34609,0.0196453,,-1.4000e-05,-0.0462724
-1.3800e-05,-2.34594,0.0196531,,-1.3800e-05,-0.0462411
-1.3600e-05,-2.35266,0.0198469,,-1.3600e-05,-0.0460849
-1.3400e-05,-2.34984,0.0197453,,-1.3400e-05,-0.0463036
-1.3200e-05,-2.34734,0.0197359,,-1.3200e-05,-0.0460849
-1.3000e-05,-2.34656,0.0197,,-1.3000e-05,-0.0461474
-1.2800e-05,-2.3425,0.01965,,-1.2800e-05,-0.0462724
-1.2600e-05,-2.34313,0.0197,,-1.2600e-05,-0.0460224
-1.2400e-05,-2.34953,0.019625,,-1.2400e-05,-0.0461786
-1.2200e-05,-2.34031,0.0197344,,-1.2200e-05,-0.0458661
-1.2000e-05,-2.34125,0.0197078,,-1.2000e-05,-0.0461474
-1.1800e-05,-2.34234,0.0197,,-1.1800e-05,-0.0459286
-1.1600e-05,-2.34797,0.0197234,,-1.1600e-05,-0.0462099
-1.1400e-05,-2.34078,0.0197828,,-1.1400e-05,-0.0461474
-1.1200e-05,-2.34953,0.0196937,,-1.1200e-05,-0.0460849
-1.1000e-05,-2.34422,0.019725,,-1.1000e-05,-0.0461161
-1.0800e-05,-2.34641,0.0196719,,-1.0800e-05,-0.0461161
-1.0600e-05,-2.34766,0.0197609,,-1.0600e-05,-0.0462724
