Model,MDO3012
Firmware Version,1.26

Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,0.0002,,,Horizontal Scale,0.0002
Horizontal Delay,0,,,Horizontal Delay,0
Sample Interval,2e-07,,,Sample Interval,2e-07
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,10,0.01,,Probe Attenuation,1
Vertical Units,V,A,,Vertical Units,W
Vertical Offset,0,0,,Vertical Offset,0
Vertical Scale,1,0.01,,Vertical Scale,0.2
Vertical Position,-0.02,-0.02,,Vertical Position,-0.0961381
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH1,CH2,,TIME,"MATH<CH1*CH2>"
-7.8940e-04,2.38781,-0.0198406,,-7.8940e-04,-0.0473349
-7.8920e-04,2.38844,-0.0198938,,-7.8920e-04,-0.0476161
-7.8900e-04,2.37922,-0.0198766,,-7.8900e-04,-0.0475536
-7.8880e-04,2.38938,-0.0199125,,-7.8880e-04,-0.0474286
-7.8860e-04,2.3775,-0.0198844,,-7.8860e-04,-0.0474286
-7.8840e-04,2.38281,-0.0198922,,-7.8840e-04,-0.0473974
-7.8820e-04,2.38187,-0.0198953,,-7.8820e-04,-0.0473349
-7.8800e-04,2.38328,-0.0199375,,-7.8800e-04,-0.0474286
-7.8780e-04,2.37875,-0.0198594,,-7.8780e-04,-0.0475536
-7.8760e-04,2.38063,-0.0198453,,-7.8760e-04,-0.0474599
-7.8740e-04,2.38703,-0.0198594,,-7.8740e-04,-0.0472724
-7.8720e-04,2.38516,-0.0198656,,-7.8720e-04,-0.0474599
-7.8700e-04,2.38234,-0.0198859,,-7.8700e-04,-0.0474599
-7.8680e-04,2.38359,-0.0199031,,-7.8680e-04,-0.0473661
-7.8660e-04,2.38891,-0.0199859,,-7.8660e-04,-0.0472099
-7.8640e-04,2.37719,-0.0199719,,-7.8640e-04,-0.0475536
-7.8620e-04,2.3775,-0.0198688,,-7.8620e-04,-0.0474286
-7.8600e-04,2.38297,-0.0198531,,-7.8600e-04,-0.0472724
-7.8580e-04,2.37781,-0.0198484,,-7.8580e-04,-0.0476161
-7.8560e-04,2.37938,-0.0199172,,-7.8560e-04,-0.0473036
-7.8540e-04,2.37906,-0.0199344,,-7.8540e-04,-0.0474599
-7.8520e-04,2.37938,-0.0197766,,-7.8520e-04,-0.0473974
-7.8500e-04,2.37719,-0.0199578,,-7.8500e-04,-0.0474599
-7.8480e-04,2.38172,-0.0197953,,-7.8480e-04,-0.0473974
-7.8460e-04,2.38344,-0.0199313,,-7.8460e-04,-0.0474286
-7.8440e-04,2.38703,-0.0198875,,-7.8440e-04,-0.0474599
-7.8420e-04,2.37531,-0.0198656,,-7.8420e-04,-0.0475224
-7.8400e-04,2.38234,-0.0199125,,-7.8400e-04,-0.0471786
-7.8380e-04,2.38141,-0.0198422,,-7.8380e-04,-0.0473036
-7.8360e-04,2.38469,-0.0198703,,-7.8360e-04,-0.0473349
-7.8340e-04,2.37531,-0.0199672,,-7.8340e-04,-0.0473974
-7.8320e-04,2.38203,-0.0198766,,-7.8320e-04,-0.0474911
-7.8300e-04,2.38578,-0.0198047,,-7.8300e-04,-0.0476161
-7.8280e-04,2.38125,-0.0198828,,-7.8280e-04,-0.0472099
-7.8260e-04,2.38422,-0.0198609,,-7.8260e-04,-0.0474286
-7.8240e-04,2.385,-0.0198063,,-7.8240e-04,-0.0474286
-7.8220e-04,2.3875,-0.0199188,,-7.8220e-04,-0.0472724
-7.8200e-04,2.38234,-0.0198438,,-7.8200e-04,-0.0474911
-7.8180e-04,2.37484,-0.0198516,,-7.8180e-04,-0.0474599
-7.8160e-04,2.37984,-0.0198719,,-7.8160e-04,-0.0471786
-7.8140e-04,2.38156,-0.0199156,,-7.8140e-04,-0.0474286
-7.8120e-04,2.37641,-0.0198875,,-7.8120e-04,-0.0472724
-7.8100e-04,2.37469,-0.0198516,,-7.8100e-04,-0.0473974
-7.8080e-04,2.37234,-0.0199078,,-7.8080e-04,-0.0473661
-7.8060e-04,2.37984,-0.0198859,,-7.8060e-04,-0.0476161
-7.8040e-04,2.37281,-0.0198688,,-7.8040e-04,-0.0474286
-7.8020e-04,2.37578,-0.0199438,,-7.8020e-04,-0.0476474
-7.8000e-04,2.37844,-0.0198484,,-7.8000e-04,-0.0472411
-7.7980e-04,2.37562,-0.0198672,,-7.7980e-04,-0.0476161
-7.7960e-04,2.37766,-0.0198625,,-7.7960e-04,-0.0476786
-7.7940e-04,2.37719,-0.0199641,,-7.7940e-04,-0.0469911
-7.7920e-04,2.36656,-0.0198547,,-7.7920e-04,-0.0473661
-7.7900e-04,2.37141,-0.0198234,,-7.7900e-04,-0.0472411
-7.7880e-04,2.37688,-0.0198094,,-7.7880e-04,-0.0474911
-7.7860e-04,2.38437,-0.0198859,,-7.7860e-04,-0.0476161
-7.7840e-04,2.37891,-0.0199281,,-7.7840e-04,-0.0471786
-7.7820e-04,2.38094,-0.0198781,,-7.7820e-04,-0.0473974
-7.7800e-04,2.38875,-0.0198703,,-7.7800e-04,-0.0476474
-7.7780e-04,2.37734,-0.0199266,,-7.7780e-04,-0.0475224
-7.7760e-04,2.38125,-0.0198234,,-7.7760e-04,-0.0474286
-7.7740e-04,2.39094,-0.0199328,,-7.7740e-04,-0.0476161
-7.7720e-04,2.37047,-0.0199313,,-7.7720e-04,-0.0473661
-7.7700e-04,2.37781,-0.0199406,,-7.7700e-04,-0.0474599
-7.7680e-04,2.37125,-0.0199219,,-7.7680e-04,-0.0475536
-7.7660e-04,2.38172,-0.0198688,,-7.7660e-04,-0.0474599
-7.7640e-04,2.38,-0.0198813,,-7.7640e-04,-0.0473974
-7.7620e-04,2.37938,-0.0198438,,-7.7620e-04,-0.0474599
-7.7600e-04,2.37422,-0.0198891,,-7.7600e-04,-0.0472724
-7.7580e-04,2.38391,-0.0198859,,-7.7580e-04,-0.0475849
-7.7560e-04,2.38031,-0.0199063,,-7.7560e-04,-0.0474286
-7.7540e-04,2.38719,-0.0199063,,-7.7540e-04,-0.0473661
-7.7520e-04,2.38172,-0.0199172,,-7.7520e-04,-0.0473036
-7.7500e-04,2.38063,-0.0198828,,-7.7500e-04,-0.0473349
-7.7480e-04,2.38453,-0.0199297,,-7.7480e-04,-0.0474286
-7.7460e-04,2.37922,-0.0198953,,-7.7460e-04,-0.0473349
-7.7440e-04,2.38437,-0.0198453,,-7.7440e-04,-0.0473974
-7.7420e-04,2.37578,-0.0198359,,-7.7420e-04,-0.0472724
-7.7400e-04,2.37641,-0.0198813,,-7.7400e-04,-0.0474911
-7.7380e-04,2.37422,-0.0198906,,-7.7380e-04,-0.0472724
-7.7360e-04,2.38391,-0.0197906,,-7.7360e-04,-0.0477724
-7.7340e-04,2.38391,-0.0199141,,-7.7340e-04,-0.0473661
-7.7320e-04,2.38031,-0.0199594,,-7.7320e-04,-0.0473661
-7.7300e-04,2.38219,-0.0198609,,-7.7300e-04,-0.0475224
-7.7280e-04,2.38437,-0.0199266,,-7.7280e-04,-0.0473661
-7.7260e-04,2.38063,-0.019875,,-7.7260e-04,-0.0471786
-7.7240e-04,2.38375,-0.0198328,,-7.7240e-04,-0.0474911
-7.7220e-04,2.38141,-0.0198844,,-7.7220e-04,-0.0474286
-7.7200e-04,2.38156,-0.0198547,,-7.7200e-04,-0.0473974
-7.7180e-04,2.37734,-0.0198203,,-7.7180e-04,-0.0472099
-7.7160e-04,2.38859,-0.0198375,,-7.7160e-04,-0.0472411
-7.7140e-04,2.37688,-0.0199547,,-7.7140e-04,-0.0473036
-7.7120e-04,2.38172,-0.0198672,,-7.7120e-04,-0.0473036
-7.7100e-04,2.38031,-0.0198703,,-7.7100e-04,-0.0475849
-7.7080e-04,2.37594,-0.0198906,,-7.7080e-04,-0.0471786
-7.7060e-04,2.38063,-0.0199094,,-7.7060e-04,-0.0472099
-7.7040e-04,2.38422,-0.0198922,,-7.7040e-04,-0.0471474
-7.7020e-04,2.37781,-0.0198703,,-7.7020e-04,-0.0475849
-7.7000e-04,2.37438,-0.0199625,,-7.7000e-04,-0.0471786
-7.6980e-04,2.37969,-0.0198297,,-7.6980e-04,-0.0472411
-7.6960e-04,2.38313,-0.0199313,,-7.6960e-04,-0.0474911
-7.6940e-04,2.37406,-0.0199375,,-7.6940e-04,-0.0473036
-7.6920e-04,2.3775,-0.0198609,,-7.6920e-04,-0.0474911
-7.6900e-04,2.37984,-0.0199297,,-7.6900e-04,-0.0473974
-7.6880e-04,2.37531,-0.0199641,,-7.6880e-04,-0.0472724
-7.6860e-04,2.37875,-0.0198531,,-7.6860e-04,-0.0473661
-7.6840e-04,2.37859,-0.019875,,-7.6840e-04,-0.0476786
-7.6820e-04,2.37141,-0.0197875,,-7.6820e-04,-0.0472099
-7.6800e-04,2.37859,-0.0198734,,-7.6800e-04,-0.0474286
-7.6780e-04,2.38125,-0.0198797,,-7.6780e-04,-0.0473974
-7.6760e-04,2.38078,-0.0198578,,-7.6760e-04,-0.0473661
-7.6740e-04,2.3875,-0.0198625,,-7.6740e-04,-0.0472411
-7.6720e-04,2.38234,-0.0199172,,-7.6720e-04,-0.0474911
-7.6700e-04,2.38078,-0.0199484,,-7.6700e-04,-0.0473349
-7.6680e-04,2.37906,-0.0198563,,-7.6680e-04,-0.0473349
-7.6660e-04,2.38156,-0.0198641,,-7.6660e-04,-0.0474911
-7.6640e-04,2.38172,-0.0199094,,-7.6640e-04,-0.0473349
-7.6620e-04,2.38469,-0.0198969,,-7.6620e-04,-0.0476786
-7.6600e-04,2.38297,-0.0198797,,-7.6600e-04,-0.0473661
-7.6580e-04,2.38437,-0.0198297,,-7.6580e-04,-0.0474599
-7.6560e-04,2.38641,-0.0198938,,-7.6560e-04,-0.0474286
-7.6540e-04,2.37641,-0.0199516,,-7.6540e-04,-0.0472724
-7.6520e-04,2.37984,-0.0198578,,-7.6520e-04,-0.0474599
-7.6500e-04,2.37672,-0.0198922,,-7.6500e-04,-0.0474911
-7.6480e-04,2.38313,-0.0198453,,-7.6480e-04,-0.0474286
-7.6460e-04,2.37906,-0.0198813,,-7.6460e-04,-0.0473974
-7.6440e-04,2.37516,-0.0198797,,-7.6440e-04,-0.0473036
-7.6420e-04,2.38437,-0.01985,,-7.6420e-04,-0.0471474
-7.6400e-04,2.38125,-0.0198969,,-7.6400e-04,-0.0472724
-7.6380e-04,2.38313,-0.0198625,,-7.6380e-04,-0.0475224
-7.6360e-04,2.3775,-0.0198531,,-7.6360e-04,-0.0473036
-7.6340e-04,2.38516,-0.0198938,,-7.6340e-04,-0.0472099
-7.6320e-04,2.38469,-0.0199141,,-7.6320e-04,-0.0473974
-7.6300e-04,2.36969,-0.0198953,,-7.6300e-04,-0.0473974
-7.6280e-04,2.38484,-0.0199359,,-7.6280e-04,-0.0473974
-7.6260e-04,2.38,-0.0198922,,-7.6260e-04,-0.0471786
-7.6240e-04,2.38484,-0.0199469,,-7.6240e-04,-0.0475224
-7.6220e-04,2.37984,-0.0198672,,-7.6220e-04,-0.0470849
-7.6200e-04,2.38,-0.0198297,,-7.6200e-04,-0.0473974
-7.6180e-04,2.38047,-0.0198453,,-7.6180e-04,-0.0473661
-7.6160e-04,2.37078,-0.0197969,,-7.6160e-04,-0.0473974
-7.6140e-04,2.38141,-0.0199453,,-7.6140e-04,-0.0475536
-7.6120e-04,2.37844,-0.0198734,,-7.6120e-04,-0.0473349
-7.6100e-04,2.37719,-0.0198906,,-7.6100e-04,-0.0472411
-7.6080e-04,2.37531,-0.0199047,,-7.6080e-04,-0.0473036
-7.6060e-04,2.38313,-0.0198719,,-7.6060e-04,-0.0473349
-7.6040e-04,2.37734,-0.0199125,,-7.6040e-04,-0.0473974
-7.6020e-04,2.38187,-0.0198297,,-7.6020e-04,-0.0472099
-7.6000e-04,2.38281,-0.0198922,,-7.6000e-04,-0.0472724
-7.5980e-04,2.37984,-0.01985,,-7.5980e-04,-0.0474599
-7.5960e-04,2.38078,-0.0198359,,-7.5960e-04,-0.0473349
-7.5940e-04,2.38375,-0.0198453,,-7.5940e-04,-0.0472724
-7.5920e-04,2.38297,-0.0198922,,-7.5920e-04,-0.0474599
-7.5900e-04,2.37813,-0.0197891,,-7.5900e-04,-0.0471786
-7.5880e-04,2.38422,-0.0198406,,-7.5880e-04,-0.0474286
-7.5860e-04,2.38344,-0.0198578,,-7.5860e-04,-0.0474286
-7.5840e-04,2.37125,-0.0198469,,-7.5840e-04,-0.0472411
-7.5820e-04,2.38234,-0.0198625,,-7.5820e-04,-0.0471474
-7.5800e-04,2.37578,-0.019875,,-7.5800e-04,-0.0471786
-7.5780e-04,2.37844,-0.0198469,,-7.5780e-04,-0.0472099
-7.5760e-04,2.37625,-0.0198328,,-7.5760e-04,-0.0473661
-7.5740e-04,2.38094,-0.0198531,,-7.5740e-04,-0.0469911
-7.5720e-04,2.37859,-0.0198484,,-7.5720e-04,-0.0470536
-7.5700e-04,2.38187,-0.0197891,,-7.5700e-04,-0.0473349
-7.5680e-04,2.37953,-0.0199203,,-7.5680e-04,-0.0473036
-7.5660e-04,2.38297,-0.0198281,,-7.5660e-04,-0.0473036
-7.5640e-04,2.37844,-0.0198922,,-7.5640e-04,-0.0473661
-7.5620e-04,2.37531,-0.0198672,,-7.5620e-04,-0.0474599
-7.5600e-04,2.37828,-0.0198875,,-7.5600e-04,-0.0473349
-7.5580e-04,2.38109,-0.0198547,,-7.5580e-04,-0.0474911
-7.5560e-04,2.38234,-0.0198516,,-7.5560e-04,-0.0470536
-7.5540e-04,2.38437,-0.0198766,,-7.5540e-04,-0.0474911
-7.5520e-04,2.37531,-0.0198406,,-7.5520e-04,-0.0472411
-7.5500e-04,2.37828,-0.019825,,-7.5500e-04,-0.0474599
-7.5480e-04,2.37813,-0.0198781,,-7.5480e-04,-0.0474286
-7.5460e-04,2.38344,-0.0198688,,-7.5460e-04,-0.0473974
-7.5440e-04,2.37797,-0.0198781,,-7.5440e-04,-0.0473349
-7.5420e-04,2.37609,-0.0198531,,-7.5420e-04,-0.0472724
-7.5400e-04,2.37438,-0.0199094,,-7.5400e-04,-0.0475536
-7.5380e-04,2.38313,-0.0198594,,-7.5380e-04,-0.0473661
-7.5360e-04,2.38,-0.0198531,,-7.5360e-04,-0.0473349
-7.5340e-04,2.37859,-0.0197844,,-7.5340e-04,-0.0473974
-7.5320e-04,2.37344,-0.0198453,,-7.5320e-04,-0.0472411
-7.5300e-04,2.37875,-0.0198219,,-7.5300e-04,-0.0473036
-7.5280e-04,2.37906,-0.0199047,,-7.5280e-04,-0.0473036
-7.5260e-04,2.37922,-0.0199266,,-7.5260e-04,-0.0472411
-7.5240e-04,2.38328,-0.0199125,,-7.5240e-04,-0.0473036
-7.5220e-04,2.37391,-0.0198875,,-7.5220e-04,-0.0473349
-7.5200e-04,2.38266,-0.0198719,,-7.5200e-04,-0.0475224
-7.5180e-04,2.38,-0.0198422,,-7.5180e-04,-0.0473036
-7.5160e-04,2.38234,-0.0198938,,-7.5160e-04,-0.0474286
-7.5140e-04,2.38297,-0.0198531,,-7.5140e-04,-0.0473974
-7.5120e-04,2.37281,-0.0198688,,-7.5120e-04,-0.0473349
-7.5100e-04,2.37906,-0.0198578,,-7.5100e-04,-0.0473349
-7.5080e-04,2.37359,-0.0198406,,-7.5080e-04,-0.0474911
-7.5060e-04,2.37203,-0.0198422,,-7.5060e-04,-0.0473974
-7.5040e-04,2.37953,-0.0198406,,-7.5040e-04,-0.0473974
-7.5020e-04,2.37844,-0.0199094,,-7.5020e-04,-0.0474286
-7.5000e-04,2.37969,-0.019875,,-7.5000e-04,-0.0472411
-7.4980e-04,2.36656,-0.0198984,,-7.4980e-04,-0.0474286
-7.4960e-04,2.37719,-0.0199156,,-7.4960e-04,-0.0473036
-7.4940e-04,2.37641,-0.0198844,,-7.4940e-04,-0.0474911
-7.4920e-04,2.37297,-0.0198563,,-7.4920e-04,-0.0473349
-7.4900e-04,2.37938,-0.0198688,,-7.4900e-04,-0.0473036
-7.4880e-04,2.37953,-0.0198703,,-7.4880e-04,-0.0473974
-7.4860e-04,2.37797,-0.0198531,,-7.4860e-04,-0.0471474
-7.4840e-04,2.37188,-0.0199219,,-7.4840e-04,-0.0472724
-7.4820e-04,2.37844,-0.0198313,,-7.4820e-04,-0.0473974
-7.4800e-04,2.37703,-0.0198844,,-7.4800e-04,-0.0473974
-7.4780e-04,2.37453,-0.0199438,,-7.4780e-04,-0.0472724
-7.4760e-04,2.36891,-0.01985,,-7.4760e-04,-0.0473349
-7.4740e-04,2.38297,-0.0197703,,-7.4740e-04,-0.0475224
-7.4720e-04,2.38281,-0.0198766,,-7.4720e-04,-0.0472411
-7.4700e-04,2.37719,-0.0197141,,-7.4700e-04,-0.0471474
-7.4680e-04,2.38094,-0.0198672,,-7.4680e-04,-0.0473661
-7.4660e-04,2.39281,-0.0198094,,-7.4660e-04,-0.0472099
-7.4640e-04,2.37859,-0.0197891,,-7.4640e-04,-0.0472099
-7.4620e-04,2.38016,-0.0198875,,-7.4620e-04,-0.0472099
-7.4600e-04,2.37797,-0.0198078,,-7.4600e-04,-0.0471786
-7.4580e-04,2.37078,-0.0198578,,-7.4580e-04,-0.0471161
-7.4560e-04,2.37562,-0.0197938,,-7.4560e-04,-0.0475849
-7.4540e-04,2.37938,-0.0198203,,-7.4540e-04,-0.0471474
-7.4520e-04,2.37672,-0.0197406,,-7.4520e-04,-0.0470224
-7.4500e-04,2.37969,-0.0199922,,-7.4500e-04,-0.0470224
-7.4480e-04,2.37609,-0.0198438,,-7.4480e-04,-0.0473974
-7.4460e-04,2.37281,-0.0198078,,-7.4460e-04,-0.0474911
-7.4440e-04,2.37281,-0.01985,,-7.4440e-04,-0.0474911
-7.4420e-04,2.37609,-0.0198938,,-7.4420e-04,-0.0474911
-7.4400e-04,2.37625,-0.0198125,,-7.4400e-04,-0.0473036
-7.4380e-04,2.39047,-0.0198031,,-7.4380e-04,-0.0471161
-7.4360e-04,2.37813,-0.0199172,,-7.4360e-04,-0.0470224
-7.4340e-04,2.37969,-0.0198188,,-7.4340e-04,-0.0471786
-7.4320e-04,2.38469,-0.0198328,,-7.4320e-04,-0.0470224
-7.4300e-04,2.37844,-0.0198703,,-7.4300e-04,-0.0474286
-7.4280e-04,2.37297,-0.0198125,,-7.4280e-04,-0.0473349
-7.4260e-04,2.37281,-0.0198922,,-7.4260e-04,-0.0473036
-7.4240e-04,2.37266,-0.0197969,,-7.4240e-04,-0.0473974
-7.4220e-04,2.37453,-0.0198609,,-7.4220e-04,-0.0475536
-7.4200e-04,2.38266,-0.0198391,,-7.4200e-04,-0.0470849
-7.4180e-04,2.3725,-0.0198031,,-7.4180e-04,-0.0472411
-7.4160e-04,2.37578,-0.0197547,,-7.4160e-04,-0.0473661
-7.4140e-04,2.38531,-0.0199281,,-7.4140e-04,-0.0472099
-7.4120e-04,2.39078,-0.0198922,,-7.4120e-04,-0.0473974
-7.4100e-04,2.37297,-0.0199547,,-7.4100e-04,-0.0471786
-7.4080e-04,2.37813,-0.0198031,,-7.4080e-04,-0.0473661
-7.4060e-04,2.38297,-0.0199063,,-7.4060e-04,-0.0471474
-7.4040e-04,2.38156,-0.0199156,,-7.4040e-04,-0.0474286
-7.4020e-04,2.38359,-0.0198281,,-7.4020e-04,-0.0474286
-7.4000e-04,2.38266,-0.0198063,,-7.4000e-04,-0.0473974
-7.3980e-04,2.38297,-0.01985,,-7.3980e-04,-0.0472099
-7.3960e-04,2.38375,-0.0199438,,-7.3960e-04,-0.0472411
-7.3940e-04,2.3775,-0.0198797,,-7.3940e-04,-0.0473661
-7.3920e-04,2.38797,-0.0198938,,-7.3920e-04,-0.0472099
-7.3900e-04,2.37266,-0.0198766,,-7.3900e-04,-0.0473349
-7.3880e-04,2.38234,-0.0197703,,-7.3880e-04,-0.0473349
-7.3860e-04,2.3775,-0.0198297,,-7.3860e-04,-0.0472099
-7.3840e-04,2.38375,-0.01985,,-7.3840e-04,-0.0471786
-7.3820e-04,2.37453,-0.0199344,,-7.3820e-04,-0.0473036
-7.3800e-04,2.3775,-0.0198594,,-7.3800e-04,-0.0472099
-7.3780e-04,2.38016,-0.0199109,,-7.3780e-04,-0.0470224
-7.3760e-04,2.37906,-0.0198047,,-7.3760e-04,-0.0472724
-7.3740e-04,2.36781,-0.0198703,,-7.3740e-04,-0.0473661
-7.3720e-04,2.385,-0.0199203,,-7.3720e-04,-0.0473349
-7.3700e-04,2.38,-0.0198375,,-7.3700e-04,-0.0474599
-7.3680e-04,2.38141,-0.019875,,-7.3680e-04,-0.0473974
-7.3660e-04,2.38234,-0.0198594,,-7.3660e-04,-0.0472724
-7.3640e-04,2.37938,-0.0198313,,-7.3640e-04,-0.0470224
-7.3620e-04,2.37938,-0.0199078,,-7.3620e-04,-0.0471786
-7.3600e-04,2.38078,-0.0198563,,-7.3600e-04,-0.0471161
-7.3580e-04,2.37578,-0.0198484,,-7.3580e-04,-0.0469911
-7.3560e-04,2.38031,-0.0197813,,-7.3560e-04,-0.0470849
-7.3540e-04,2.38031,-0.0198672,,-7.3540e-04,-0.0471474
-7.3520e-04,2.38,-0.0198734,,-7.3520e-04,-0.0469599
-7.3500e-04,2.38609,-0.0198844,,-7.3500e-04,-0.0473661
-7.3480e-04,2.38125,-0.0198813,,-7.3480e-04,-0.0474911
-7.3460e-04,2.37391,-0.0198797,,-7.3460e-04,-0.0474286
-7.3440e-04,2.38172,-0.0199125,,-7.3440e-04,-0.0470849
-7.3420e-04,2.38484,-0.0198375,,-7.3420e-04,-0.0473036
-7.3400e-04,2.37359,-0.0198172,,-7.3400e-04,-0.0473974
-7.3380e-04,2.37781,-0.0198328,,-7.3380e-04,-0.0473036
-7.3360e-04,2.37953,-0.0198531,,-7.3360e-04,-0.0473661
-7.3340e-04,2.38656,-0.0198141,,-7.3340e-04,-0.0473974
-7.3320e-04,2.38672,-0.0197938,,-7.3320e-04,-0.0471161
-7.3300e-04,2.37047,-0.0198406,,-7.3300e-04,-0.0472411
-7.3280e-04,2.38219,-0.0198766,,-7.3280e-04,-0.0473661
-7.3260e-04,2.37703,-0.0197656,,-7.3260e-04,-0.0468974
-7.3240e-04,2.37266,-0.0198953,,-7.3240e-04,-0.0473349
-7.3220e-04,2.38578,-0.0198531,,-7.3220e-04,-0.0471786
-7.3200e-04,2.37766,-0.0199328,,-7.3200e-04,-0.0473974
-7.3180e-04,2.37141,-0.0198469,,-7.3180e-04,-0.0471161
-7.3160e-04,2.38094,-0.0198391,,-7.3160e-04,-0.0473349
-7.3140e-04,2.37594,-0.0198203,,-7.3140e-04,-0.0472724
-7.3120e-04,2.37266,-0.0198063,,-7.3120e-04,-0.0471161
-7.3100e-04,2.38828,-0.0199109,,-7.3100e-04,-0.0475224
-7.3080e-04,2.37453,-0.0198297,,-7.3080e-04,-0.0473974
-7.3060e-04,2.37891,-0.0197859,,-7.3060e-04,-0.0471474
-7.3040e-04,2.38375,-0.0198094,,-7.3040e-04,-0.0471161
-7.3020e-04,2.37781,-0.0199063,,-7.3020e-04,-0.0471786
-7.3000e-04,2.38016,-0.0198219,,-7.3000e-04,-0.0471786
-7.2980e-04,2.38172,-0.0198063,,-7.2980e-04,-0.0472724
-7.2960e-04,2.38406,-0.0199641,,-7.2960e-04,-0.0472724
-7.2940e-04,2.37625,-0.0198375,,-7.2940e-04,-0.0475849
-7.2920e-04,2.37484,-0.0198484,,-7.2920e-04,-0.0473661
-7.2900e-04,2.37453,-0.0198359,,-7.2900e-04,-0.0473974
-7.2880e-04,2.38328,-0.0197891,,-7.2880e-04,-0.0473661
-7.2860e-04,2.37219,-0.0199156,,-7.2860e-04,-0.0472724
-7.2840e-04,2.37125,-0.01985,,-7.2840e-04,-0.0474911
-7.2820e-04,2.37281,-0.0199266,,-7.2820e-04,-0.0471161
-7.2800e-04,2.37656,-0.01985,,-7.2800e-04,-0.0475224
-7.2780e-04,2.38203,-0.0198125,,-7.2780e-04,-0.0471161
-7.2760e-04,2.37531,-0.0199219,,-7.2760e-04,-0.0472724
-7.2740e-04,2.38094,-0.0198266,,-7.2740e-04,-0.0473974
-7.2720e-04,2.38125,-0.0198469,,-7.2720e-04,-0.0472724
-7.2700e-04,2.37609,-0.0197656,,-7.2700e-04,-0.0469911
-7.2680e-04,2.385,-0.0198469,,-7.2680e-04,-0.0475224
-7.2660e-04,2.38437,-0.0198156,,-7.2660e-04,-0.0469599
-7.2640e-04,2.375,-0.0198078,,-7.2640e-04,-0.0472099
-7.2620e-04,2.37891,-0.0198344,,-7.2620e-04,-0.0472411
-7.2600e-04,2.38234,-0.0198109,,-7.2600e-04,-0.0472411
-7.2580e-04,2.38547,-0.01985,,-7.2580e-04,-0.0471474
-7.2560e-04,2.375,-0.0198875,,-7.2560e-04,-0.0475849
-7.2540e-04,2.37875,-0.0198672,,-7.2540e-04,-0.0470224
-7.2520e-04,2.37062,-0.0198203,,-7.2520e-04,-0.0473349
-7.2500e-04,2.37484,-0.0198484,,-7.2500e-04,-0.0472099
-7.2480e-04,2.37922,-0.0198141,,-7.2480e-04,-0.0473349
-7.2460e-04,2.38328,-0.0198078,,-7.2460e-04,-0.0473349
-7.2440e-04,2.37641,-0.0198234,,-7.2440e-04,-0.0473349
-7.2420e-04,2.38469,-0.0198641,,-7.2420e-04,-0.0473974
-7.2400e-04,2.37359,-0.0197938,,-7.2400e-04,-0.0473036
-7.2380e-04,2.38437,-0.0198172,,-7.2380e-04,-0.0474599
-7.2360e-04,2.37891,-0.0199172,,-7.2360e-04,-0.0472099
-7.2340e-04,2.37094,-0.0198391,,-7.2340e-04,-0.0470224
-7.2320e-04,2.37766,-0.0198484,,-7.2320e-04,-0.0472099
-7.2300e-04,2.3825,-0.0198438,,-7.2300e-04,-0.0471786
-7.2280e-04,2.38313,-0.0198547,,-7.2280e-04,-0.0472411
-7.2260e-04,2.38,-0.0198422,,-7.2260e-04,-0.0473974
-7.2240e-04,2.37797,-0.0198906,,-7.2240e-04,-0.0471786
-7.2220e-04,2.37672,-0.019875,,-7.2220e-04,-0.0470536
-7.2200e-04,2.37953,-0.0198859,,-7.2200e-04,-0.0471474
-7.2180e-04,2.38453,-0.019875,,-7.2180e-04,-0.0471786
-7.2160e-04,2.37562,-0.0198703,,-7.2160e-04,-0.0471161
-7.2140e-04,2.38531,-0.0198828,,-7.2140e-04,-0.0471786
-7.2120e-04,2.37438,-0.0198469,,-7.2120e-04,-0.0470849
-7.2100e-04,2.38,-0.0197578,,-7.2100e-04,-0.0474286
-7.2080e-04,2.37125,-0.0198563,,-7.2080e-04,-0.0473661
-7.2060e-04,2.38094,-0.0198297,,-7.2060e-04,-0.0472411
-7.2040e-04,2.38234,-0.0198109,,-7.2040e-04,-0.0469599
-7.2020e-04,2.38172,-0.0198625,,-7.2020e-04,-0.0469599
-7.2000e-04,2.37219,-0.0198844,,-7.2000e-04,-0.0470849
-7.1980e-04,2.37047,-0.0198141,,-7.1980e-04,-0.0471474
-7.1960e-04,2.37813,-0.0198016,,-7.1960e-04,-0.0472099
-7.1940e-04,2.38359,-0.0198109,,-7.1940e-04,-0.0472724
-7.1920e-04,2.37813,-0.0197844,,-7.1920e-04,-0.0471161
-7.1900e-04,2.37328,-0.0198609,,-7.1900e-04,-0.0472724
-7.1880e-04,2.37984,-0.01985,,-7.1880e-04,-0.0469911
-7.1860e-04,2.37547,-0.0198469,,-7.1860e-04,-0.0472724
-7.1840e-04,2.37406,-0.0198516,,-7.1840e-04,-0.0473349
-7.1820e-04,2.37875,-0.019825,,-7.1820e-04,-0.0474911
-7.1800e-04,2.37734,-0.0197891,,-7.1800e-04,-0.0471474
