Model,MDO3012
Firmware Version,1.26

Waveform Type,ANALOG,
-1.9716e-03,0.113734,0.009375
-1.9712e-03,0.114156,0.0234375
-1.9708e-03,0.11425,0.0167188
-1.9704e-03,0.113875,0.025
-1.9700e-03,0.114078,0.0220312
-1.9696e-03,0.114422,0.0176563
-1.9692e-03,0.115375,0.0151562
-1.9688e-03,0.115047,0.01875
-1.9684e-03,0.115562,0.0164063
-1.9680e-03,0.116281,0.020625
-1.9676e-03,0.116016,0.0273438
-1.9672e-03,0.116172,0.0145313
-1.9668e-03,0.116203,0.0225
-1.9664e-03,0.116453,0.0209375
-1.9660e-03,0.116281,0.0157813
-1.9656e-03,0.116203,0.0160938
-1.9652e-03,0.117953,0.0254688
-1.9648e-03,0.118031,0.0065625
-1.9644e-03,0.117734,0.01375
-1.9640e-03,0.118313,0.0154687
-1.9636e-03,0.118109,0.0078125
-1.9632e-03,0.118234,0.0157813
-1.9628e-03,0.118734,0.0229687
-1.9624e-03,0.119391,0.0160938
-1.9620e-03,0.118906,0.0107813
-1.9616e-03,0.119781,0.0151562
-1.9612e-03,0.119656,0.0245313
-1.9608e-03,0.119922,0.0257813
-1.9604e-03,0.120703,0.0175
-1.9600e-03,0.120781,0.018125
-1.9596e-03,0.121,0.0214063
-1.9592e-03,0.120641,0.0196875
-1.9588e-03,0.120344,0.0142188
-1.9584e-03,0.120625,0.0123438
-1.9580e-03,0.122172,0.0160938
-1.9576e-03,0.121109,0.0207813
-1.9572e-03,0.121609,0.0151562
-1.9568e-03,0.121313,0.018125
-1.9564e-03,0.123172,0.02625
-1.9560e-03,0.122516,0.0176563
-1.9556e-03,0.122297,0.015
-1.9552e-03,0.122781,0.0165625
-1.9548e-03,0.123188,0.0175
-1.9544e-03,0.123313,0.0201563
-1.9540e-03,0.123156,0.0132812
-1.9536e-03,0.123859,0.010625
-1.9532e-03,0.123328,0.0153125
-1.9528e-03,0.124281,0.0160938
-1.9524e-03,0.123625,0.0160938
-1.9520e-03,0.124375,0.00984375
-1.9516e-03,0.124328,0.0190625
-1.9512e-03,0.124672,0.00671875
-1.9508e-03,0.123703,0.0139063
-1.9504e-03,0.124984,0.0126563
-1.9500e-03,0.125484,0.0145313
-1.9496e-03,0.125516,0.0154687
-1.9492e-03,0.125922,0.0185937
-1.9488e-03,0.125031,0.0176563
-1.9484e-03,0.1265,0.0185937
-1.9480e-03,0.125578,0.00796875
-1.9476e-03,0.126609,0.0189062
-1.9472e-03,0.127172,0.0084375
-1.9468e-03,0.126609,0.0134375
-1.9464e-03,0.127234,0.0134375
-1.9460e-03,0.127328,0.0128125
-1.9456e-03,0.127188,0.0139063
-1.9452e-03,0.126562,0.00609375
-1.9448e-03,0.127766,0.0142188
-1.9444e-03,0.127703,0.0046875
-1.9440e-03,0.128656,0.0151562
-1.9436e-03,0.128422,0.0123438
-1.9432e-03,0.128,0.0176563
-1.9428e-03,0.128969,0.0128125
-1.9424e-03,0.128859,0.024375
-1.9420e-03,0.128359,0.0190625
-1.9416e-03,0.129156,0.00875
-1.9412e-03,0.130453,0.0170313
-1.9408e-03,0.129641,0.0114062
-1.9404e-03,0.129969,0.0115625
-1.9400e-03,0.130141,0.010625
-1.9396e-03,0.130219,0.0114062
-1.9392e-03,0.130438,0.0117188
-1.9388e-03,0.130359,0.0171875
-1.9384e-03,0.129875,0.0139063
-1.9380e-03,0.130781,0.01125
-1.9376e-03,0.13125,0.0126563
-1.9372e-03,0.131078,0.0126563
-1.9368e-03,0.131328,0.0198438
-1.9364e-03,0.131281,0.014375
-1.9360e-03,0.131266,0.0096875
-1.9356e-03,0.132094,0.00703125
-1.9352e-03,0.132547,0.0170313
-1.9348e-03,0.132609,0.0096875
-1.9344e-03,0.132594,0.0167188
-1.9340e-03,0.133078,0.0096875
-1.9336e-03,0.132875,0.00859375
-1.9332e-03,0.133375,0.0129688
-1.9328e-03,0.133906,0.015
-1.9324e-03,0.133922,0.0107813
-1.9320e-03,0.133922,0.01125
-1.9316e-03,0.134656,0.0129688
-1.9312e-03,0.133859,0.0129688
-1.9308e-03,0.134406,0.0148438
-1.9304e-03,0.134219,0.0190625
-1.9300e-03,0.135016,0.009375
-1.9296e-03,0.135844,0.0185937
-1.9292e-03,0.135375,0.0170313
-1.9288e-03,0.135063,0.0115625
-1.9284e-03,0.134813,0.00828125
-1.9280e-03,0.135422,0.01375
-1.9276e-03,0.135016,0.0084375
-1.9272e-03,0.135453,0.0120313
-1.9268e-03,0.136391,0.0120313
-1.9264e-03,0.13675,0.01125
-1.9260e-03,0.136328,0.014375
-1.9256e-03,0.136469,0.011875
-1.9252e-03,0.135813,0.0129688
-1.9248e-03,0.136969,0.00671875
-1.9244e-03,0.136984,0.0109375
-1.9240e-03,0.137109,0.013125
-1.9236e-03,0.137437,0.0171875
-1.9232e-03,0.136453,0.01125
-1.9228e-03,0.13725,0.0128125
-1.9224e-03,0.137234,0.00984375
-1.9220e-03,0.137906,0.0154687
-1.9216e-03,0.137453,0.018125
-1.9212e-03,0.137766,0.0129688
-1.9208e-03,0.138375,0.0157813
-1.9204e-03,0.138422,0.0142188
-1.9200e-03,0.138953,0.0065625
-1.9196e-03,0.138672,0.009375
-1.9192e-03,0.139422,0.0096875
-1.9188e-03,0.138109,0.0173438
-1.9184e-03,0.138953,0.0128125
-1.9180e-03,0.139547,0.0176563
-1.9176e-03,0.140172,0.0148438
-1.9172e-03,0.140031,0.016875
-1.9168e-03,0.139781,0.0140625
-1.9164e-03,0.139609,0.0059375
-1.9160e-03,0.140375,0.0104688
-1.9156e-03,0.139406,0.0184375
-1.9152e-03,0.140391,0.0115625
-1.9148e-03,0.140813,0.0084375
-1.9144e-03,0.140313,0.010625
-1.9140e-03,0.140844,0.0176563
-1.9136e-03,0.140063,0.00765625
-1.9132e-03,0.141031,0.01
-1.9128e-03,0.1415,0.008125
-1.9124e-03,0.141578,0.0129688
-1.9120e-03,0.141563,0.008125
-1.9116e-03,0.142078,0.0142188
-1.9112e-03,0.141453,0.005625
-1.9108e-03,0.141484,0.0153125
-1.9104e-03,0.142234,0.011875
-1.9100e-03,0.143219,0.0126563
-1.9096e-03,0.141953,0.01375
-1.9092e-03,0.142531,0.0192187
-1.9088e-03,0.143016,0.0125
-1.9084e-03,0.142781,0.0159375
-1.9080e-03,0.14275,0.0110937
-1.9076e-03,0.143437,0.0139063
-1.9072e-03,0.143531,0.016875
-1.9068e-03,0.143594,0.0132812
-1.9064e-03,0.143781,0.00546875
-1.9060e-03,0.143172,0.0154687
-1.9056e-03,0.143234,0.00453125
-1.9052e-03,0.142937,0.0125
-1.9048e-03,0.143687,0.0226562
-1.9044e-03,0.143359,0.0171875
-1.9040e-03,0.144203,0.00875
-1.9036e-03,0.144797,0.0090625
-1.9032e-03,0.1445,0.0182812
-1.9028e-03,0.143813,0.0117188
-1.9024e-03,0.14425,0.0126563
-1.9020e-03,0.144203,0.0104688
-1.9016e-03,0.145016,0.0117188
-1.9012e-03,0.143922,0.0101563
-1.9008e-03,0.144672,0.0114062
-1.9004e-03,0.145047,0.011875
-1.9000e-03,0.144844,0.008125
-1.8996e-03,0.144672,0.0139063
-1.8992e-03,0.145187,0.0059375
-1.8988e-03,0.145359,0.00765625
-1.8984e-03,0.144844,0.00640625
-1.8980e-03,0.144937,0.0171875
-1.8976e-03,0.145437,0.00734375
-1.8972e-03,0.145875,0.0096875
-1.8968e-03,0.146844,0.0121875
-1.8964e-03,0.146109,0.0123438
-1.8960e-03,0.146109,0.01125
-1.8956e-03,0.147156,0.0153125
-1.8952e-03,0.146156,0.014375
-1.8948e-03,0.146016,0.0121875
-1.8944e-03,0.146172,0.00296875
-1.8940e-03,0.146453,0.0110937
-1.8936e-03,0.147125,0.00421875
-1.8932e-03,0.147,0.010625
-1.8928e-03,0.146828,0.0132812
-1.8924e-03,0.146906,0.005
-1.8920e-03,0.146172,0.0071875
-1.8916e-03,0.146797,0.0154687
-1.8912e-03,0.146687,0.00796875
-1.8908e-03,0.147125,0.01625
-1.8904e-03,0.147344,0.0109375
-1.8900e-03,0.147016,0.0084375
-1.8896e-03,0.147203,0.0126563
-1.8892e-03,0.148,0.01625
-1.8888e-03,0.147125,0.0078125
-1.8884e-03,0.147484,0.01625
-1.8880e-03,0.147734,0.008125
-1.8876e-03,0.147734,0.0175
-1.8872e-03,0.147766,0.00453125
-1.8868e-03,0.147937,0.0148438
-1.8864e-03,0.147875,0.014375
-1.8860e-03,0.147969,0.0123438
-1.8856e-03,0.148125,0.0078125
-1.8852e-03,0.148219,0.0165625
-1.8848e-03,0.147797,0.0053125
-1.8844e-03,0.148031,0.0109375
-1.8840e-03,0.148078,0.0114062
-1.8836e-03,0.148109,0.0135937
-1.8832e-03,0.148328,0.0151562
-1.8828e-03,0.148234,0.00828125
-1.8824e-03,0.149469,0.00890625
-1.8820e-03,0.148328,0.0140625
-1.8816e-03,0.148688,0.0090625
-1.8812e-03,0.148703,0.0134375
-1.8808e-03,0.148266,0.00921875
-1.8804e-03,0.148609,0.0146875
-1.8800e-03,0.148891,0.011875
-1.8796e-03,0.148734,0.0182812
-1.8792e-03,0.148719,0.0107813
-1.8788e-03,0.148719,0.0120313
-1.8784e-03,0.148797,0.01125
-1.8780e-03,0.14875,0.0104688
-1.8776e-03,0.148406,0.0103125
-1.8772e-03,0.149156,0.0103125
-1.8768e-03,0.149156,0.0154687
-1.8764e-03,0.149672,0.00984375
-1.8760e-03,0.148781,0.00296875
-1.8756e-03,0.149078,0.0134375
-1.8752e-03,0.14875,0.014375
-1.8748e-03,0.148672,0.0110937
-1.8744e-03,0.148375,0.00875
-1.8740e-03,0.148828,0.016875
-1.8736e-03,0.148891,0.01
-1.8732e-03,0.149422,0.006875
-1.8728e-03,0.149406,0.0075
-1.8724e-03,0.149391,0.0107813
-1.8720e-03,0.149328,0.004375
-1.8716e-03,0.149281,0.009375
-1.8712e-03,0.149766,0.0104688
-1.8708e-03,0.148766,0.013125
-1.8704e-03,0.149344,0.019375
-1.8700e-03,0.149484,0.0107813
-1.8696e-03,0.149813,0.01875
-1.8692e-03,0.149016,0.00671875
-1.8688e-03,0.149516,0.015625
-1.8684e-03,0.14975,0.005625
-1.8680e-03,0.149469,0.0198438
-1.8676e-03,0.150469,0.0115625
-1.8672e-03,0.149859,0.0110937
-1.8668e-03,0.150297,0.0132812
-1.8664e-03,0.149766,0.0107813
-1.8660e-03,0.15025,0.01125
-1.8656e-03,0.149875,0.0110937
-1.8652e-03,0.150406,0.0142188
-1.8648e-03,0.15025,0.013125
-1.8644e-03,0.150688,0.0146875
-1.8640e-03,0.150047,0.0126563
-1.8636e-03,0.150063,0.0096875
-1.8632e-03,0.150203,0.00953125
-1.8628e-03,0.150078,0.00609375
-1.8624e-03,0.150359,0.013125
-1.8620e-03,0.150109,0.00578125
-1.8616e-03,0.150797,0.00890625
-1.8612e-03,0.149781,0.015
-1.8608e-03,0.150547,0.0126563
-1.8604e-03,0.15025,0.00796875
-1.8600e-03,0.150781,0.00796875
-1.8596e-03,0.150063,0.0154687
-1.8592e-03,0.150375,0.00859375
-1.8588e-03,0.1505,0.0123438
-1.8584e-03,0.150422,0.0107813
-1.8580e-03,0.14975,0.0075
-1.8576e-03,0.150563,0.0157813
-1.8572e-03,0.149531,0.02125
-1.8568e-03,0.150969,0.0028125
-1.8564e-03,0.151328,0.0101563
-1.8560e-03,0.149641,0.0090625
-1.8556e-03,0.15075,0.00515625
-1.8552e-03,0.149266,0.00875
-1.8548e-03,0.150141,0.005
-1.8544e-03,0.149656,0.0153125
-1.8540e-03,0.150656,0.0115625
-1.8536e-03,0.150594,0.0078125
-1.8532e-03,0.150609,0.005625
-1.8528e-03,0.150359,0.0084375
-1.8524e-03,0.149203,0.0132812
-1.8520e-03,0.150859,0.014375
-1.8516e-03,0.150219,0.0135937
-1.8512e-03,0.149531,0.0142188
-1.8508e-03,0.150297,0.00984375
-1.8504e-03,0.149484,0.00890625
-1.8500e-03,0.150297,0.0175
-1.8496e-03,0.150375,0.008125
-1.8492e-03,0.150734,0.0040625
-1.8488e-03,0.150844,0.0117188
-1.8484e-03,0.1505,0.01375
-1.8480e-03,0.149969,0.006875
-1.8476e-03,0.149906,0.0126563
-1.8472e-03,0.149531,0.008125
-1.8468e-03,0.150766,0.00328125
-1.8464e-03,0.149438,0.00796875
-1.8460e-03,0.149469,0.013125
-1.8456e-03,0.150016,0.0115625
-1.8452e-03,0.1495,0.00703125
-1.8448e-03,0.149688,0.0134375
-1.8444e-03,0.14975,0.00625
-1.8440e-03,0.149891,0.0146875
-1.8436e-03,0.150297,0.0117188
-1.8432e-03,0.150609,0.0165625
-1.8428e-03,0.150188,0.0123438
-1.8424e-03,0.149125,0.0104688
-1.8420e-03,0.149984,0.0096875
-1.8416e-03,0.149984,0.01
-1.8412e-03,0.149109,0.0096875
-1.8408e-03,0.149234,0.00859375
-1.8404e-03,0.149563,0.015625
-1.8400e-03,0.149125,0.00734375
-1.8396e-03,0.149609,0.013125
-1.8392e-03,0.149313,0.0104688
-1.8388e-03,0.149297,0.00828125
-1.8384e-03,0.149125,0.00484375
-1.8380e-03,0.148891,0.0117188
-1.8376e-03,0.149281,0.0071875
-1.8372e-03,0.149547,0.0040625
-1.8368e-03,0.149891,0.00921875
-1.8364e-03,0.149109,0.009375
-1.8360e-03,0.148797,0.00890625
-1.8356e-03,0.14925,0.0145313
-1.8352e-03,0.149125,0.0110937
-1.8348e-03,0.149219,0.0114062
-1.8344e-03,0.149016,0.00828125
-1.8340e-03,0.148984,0.0110937
-1.8336e-03,0.148125,0.00953125
-1.8332e-03,0.149094,0.010625
-1.8328e-03,0.148406,0.0125
-1.8324e-03,0.148328,0.0107813
-1.8320e-03,0.148516,0.0075
-1.8316e-03,0.149328,0.00796875
-1.8312e-03,0.148641,0.0123438
-1.8308e-03,0.148234,0.0065625
-1.8304e-03,0.149078,0.005
-1.8300e-03,0.147891,0.0065625
-1.8296e-03,0.148297,0.00484375
-1.8292e-03,0.148547,0.0101563
-1.8288e-03,0.148313,0.0053125
-1.8284e-03,0.148859,0.01
-1.8280e-03,0.147781,0.0101563
-1.8276e-03,0.1475,0.009375
-1.8272e-03,0.148172,0.0104688
-1.8268e-03,0.148406,0.0053125
-1.8264e-03,0.148406,0.0148438
-1.8260e-03,0.147844,0.0065625
-1.8256e-03,0.148141,0.0101563
-1.8252e-03,0.147375,0.00859375
-1.8248e-03,0.146406,0.0115625
-1.8244e-03,0.147359,0.0117188
-1.8240e-03,0.147531,0.00984375
-1.8236e-03,0.147422,0.0154687
-1.8232e-03,0.147578,0.0101563
-1.8228e-03,0.146766,0.00453125
-1.8224e-03,0.147094,0.01625
-1.8220e-03,0.147531,0.00546875
-1.8216e-03,0.147531,0.0078125
-1.8212e-03,0.147031,0.0114062
-1.8208e-03,0.147703,0.0071875
-1.8204e-03,0.146766,0.0084375
-1.8200e-03,0.147453,0.00734375
-1.8196e-03,0.146609,0.0117188
-1.8192e-03,0.146906,0.004375
-1.8188e-03,0.14725,0.013125
-1.8184e-03,0.145891,0.01125
-1.8180e-03,0.145984,0.0192187
-1.8176e-03,0.146266,0.009375
-1.8172e-03,0.146687,0.00703125
-1.8168e-03,0.145859,0.0128125
-1.8164e-03,0.146234,0.0126563
-1.8160e-03,0.14625,0.00515625
-1.8156e-03,0.146281,0.0135937
-1.8152e-03,0.146125,0.0140625
-1.8148e-03,0.145734,0.00609375
-1.8144e-03,0.145828,0.0145313
-1.8140e-03,0.145766,0.0078125
-1.8136e-03,0.144891,0.00953125
-1.8132e-03,0.145234,0.0096875
-1.8128e-03,0.145375,0.0175
-1.8124e-03,0.144516,0.00859375
-1.8120e-03,0.144594,0.0101563
-1.8116e-03,0.144375,0.0114062
-1.8112e-03,0.144734,0.0101563
-1.8108e-03,0.144531,0.014375
-1.8104e-03,0.143906,0.0101563
-1.8100e-03,0.144141,0.0021875
-1.8096e-03,0.144953,0.00828125
-1.8092e-03,0.143687,0.0078125
-1.8088e-03,0.143797,0.00671875
-1.8084e-03,0.143406,0.014375
-1.8080e-03,0.143547,0.0171875
-1.8076e-03,0.143437,0.0114062
-1.8072e-03,0.143422,0.00765625
-1.8068e-03,0.143094,0.014375
-1.8064e-03,0.143063,0.0128125
-1.8060e-03,0.143266,0.00703125
-1.8056e-03,0.142594,0.0107813
-1.8052e-03,0.142531,0.008125
-1.8048e-03,0.142313,0.013125
-1.8044e-03,0.142609,0.0114062
-1.8040e-03,0.141891,0.00609375
-1.8036e-03,0.141531,0.0120313
-1.8032e-03,0.141766,0.0096875
-1.8028e-03,0.141813,0.0090625
-1.8024e-03,0.141125,0.0084375
-1.8020e-03,0.140719,0.0084375
-1.8016e-03,0.141422,0.011875
-1.8012e-03,0.140922,0.0107813
-1.8008e-03,0.141406,0.016875
-1.8004e-03,0.141375,0.008125
-1.8000e-03,0.140313,0.009375
-1.7996e-03,0.140406,0.015625
-1.7992e-03,0.141109,0.011875
-1.7988e-03,0.140422,0.0123438
-1.7984e-03,0.140516,0.0107813
-1.7980e-03,0.140078,0.0134375
-1.7976e-03,0.139969,0.0134375
-1.7972e-03,0.139625,0.0115625
-1.7968e-03,0.139609,0.0120313
-1.7964e-03,0.139609,0.0101563
-1.7960e-03,0.138781,0.009375
-1.7956e-03,0.139141,0.009375
-1.7952e-03,0.139531,0.0132812
-1.7948e-03,0.138375,0.0142188
-1.7944e-03,0.139563,0.0167188
-1.7940e-03,0.138687,0.0084375
-1.7936e-03,0.139281,0.0132812
-1.7932e-03,0.138016,0.0159375
-1.7928e-03,0.138531,0.013125
-1.7924e-03,0.138313,0.010625
-1.7920e-03,0.138578,0.016875
-1.7916e-03,0.138141,0.00984375
-1.7912e-03,0.138172,0.0115625
-1.7908e-03,0.137719,0.0154687
-1.7904e-03,0.137859,0.0096875
-1.7900e-03,0.137078,0.0107813
-1.7896e-03,0.137156,0.0157813
-1.7892e-03,0.137266,0.0107813
-1.7888e-03,0.137078,0.0135937
-1.7884e-03,0.136016,0.015
-1.7880e-03,0.136813,0.0146875
-1.7876e-03,0.136969,0.02
-1.7872e-03,0.136313,0.00953125
-1.7868e-03,0.136234,0.0107813
-1.7864e-03,0.136266,0.013125
-1.7860e-03,0.136063,0.00734375
-1.7856e-03,0.135766,0.01
-1.7852e-03,0.134781,0.0129688
-1.7848e-03,0.135953,0.00671875
-1.7844e-03,0.134906,0.0104688
-1.7840e-03,0.135844,0.0103125
-1.7836e-03,0.135266,0.01125
-1.7832e-03,0.135172,0.01625
-1.7828e-03,0.134734,0.0125
-1.7824e-03,0.134672,0.0078125
-1.7820e-03,0.134578,0.0090625
-1.7816e-03,0.134656,0.00875
-1.7812e-03,0.133344,0.0103125
-1.7808e-03,0.133594,0.011875
-1.7804e-03,0.134078,0.0110937
-1.7800e-03,0.133563,0.0125
-1.7796e-03,0.132922,0.0117188
-1.7792e-03,0.133109,0.013125
-1.7788e-03,0.133438,0.0128125
-1.7784e-03,0.133219,0.0135937
-1.7780e-03,0.132328,0.0160938
-1.7776e-03,0.132641,0.0228125
-1.7772e-03,0.132203,0.0146875
-1.7768e-03,0.132609,0.0170313
-1.7764e-03,0.131922,0.0126563
-1.7760e-03,0.131953,0.0146875
-1.7756e-03,0.131125,0.0170313
-1.7752e-03,0.131062,0.0120313
-1.7748e-03,0.131094,0.0176563
-1.7744e-03,0.130438,0.0184375
-1.7740e-03,0.130422,0.010625
-1.7736e-03,0.130984,0.0096875
-1.7732e-03,0.130953,0.00828125
-1.7728e-03,0.130688,0.0109375
-1.7724e-03,0.129484,0.0129688
-1.7720e-03,0.129703,0.0170313
-1.7716e-03,0.129078,0.00796875
-1.7712e-03,0.129469,0.00671875
-1.7708e-03,0.129719,0.0115625
-1.7704e-03,0.129109,0.013125
-1.7700e-03,0.128641,0.020625
-1.7696e-03,0.128875,0.0125
-1.7692e-03,0.128609,0.0179688
-1.7688e-03,0.128203,0.021875
-1.7684e-03,0.128531,0.0165625
-1.7680e-03,0.127328,0.0170313
-1.7676e-03,0.127766,0.0140625
-1.7672e-03,0.127766,0.0228125
-1.7668e-03,0.127562,0.015
-1.7664e-03,0.126906,0.0075
-1.7660e-03,0.127578,0.0103125
-1.7656e-03,0.126656,0.00765625
-1.7652e-03,0.126406,0.0148438
-1.7648e-03,0.125953,0.00921875
-1.7644e-03,0.126188,0.0110937
-1.7640e-03,0.126125,0.0129688
-1.7636e-03,0.125062,0.0151562
-1.7632e-03,0.125219,0.0125
-1.7628e-03,0.125812,0.0160938
-1.7624e-03,0.125219,0.0176563
-1.7620e-03,0.124766,0.0120313
-1.7616e-03,0.124828,0.015625
-1.7612e-03,0.125203,0.0148438
-1.7608e-03,0.124578,0.008125
-1.7604e-03,0.124313,0.018125
-1.7600e-03,0.124203,0.0134375
-1.7596e-03,0.124063,0.0145313
-1.7592e-03,0.124313,0.015625
-1.7588e-03,0.123328,0.0135937
-1.7584e-03,0.123,0.0140625
-1.7580e-03,0.123156,0.0253125
-1.7576e-03,0.122875,0.015
-1.7572e-03,0.123422,0.0078125
-1.7568e-03,0.123188,0.0132812
-1.7564e-03,0.122719,0.0151562
-1.7560e-03,0.122578,0.02625
-1.7556e-03,0.121609,0.015
-1.7552e-03,0.121688,0.0175
-1.7548e-03,0.121672,0.0217188
-1.7544e-03,0.121234,0.0179688
-1.7540e-03,0.121641,0.0171875
-1.7536e-03,0.121406,0.0090625
-1.7532e-03,0.121156,0.0160938
-1.7528e-03,0.120672,0.0109375
-1.7524e-03,0.12,0.0123438
-1.7520e-03,0.120297,0.0210938
-1.7516e-03,0.120203,0.0154687
-1.7512e-03,0.1205,0.0114062
-1.7508e-03,0.119672,0.0148438
-1.7504e-03,0.118828,0.0196875
-1.7500e-03,0.119688,0.015625
-1.7496e-03,0.119203,0.0165625
-1.7492e-03,0.118594,0.010625
-1.7488e-03,0.117984,0.0209375
-1.7484e-03,0.118547,0.0159375
-1.7480e-03,0.117828,0.0121875
-1.7476e-03,0.117938,0.0189062
-1.7472e-03,0.11675,0.0135937
-1.7468e-03,0.117031,0.0210938
-1.7464e-03,0.116922,0.013125
-1.7460e-03,0.116281,0.0232812
-1.7456e-03,0.116234,0.0132812
-1.7452e-03,0.116016,0.0123438
-1.7448e-03,0.115719,0.0203125
-1.7444e-03,0.115859,0.02
-1.7440e-03,0.115781,0.018125
-1.7436e-03,0.114859,0.0190625
-1.7432e-03,0.114656,0.008125
-1.7428e-03,0.115187,0.020625
-1.7424e-03,0.114125,0.0159375
-1.7420e-03,0.114406,0.0226562
-1.7416e-03,0.113562,0.0215625
-1.7412e-03,0.113531,0.0128125
-1.7408e-03,0.112984,0.015
-1.7404e-03,0.112906,0.01375
-1.7400e-03,0.112641,0.015
-1.7396e-03,0.113031,0.0235938
-1.7392e-03,0.112812,0.0253125
-1.7388e-03,0.112437,0.018125
-1.7384e-03,0.111797,0.0246875
-1.7380e-03,0.112187,0.0203125
-1.7376e-03,0.111297,0.0184375
-1.7372e-03,0.111359,0.0167188
-1.7368e-03,0.110203,0.0228125
-1.7364e-03,0.111047,0.0132812
-1.7360e-03,0.110672,0.0221875
-1.7356e-03,0.109969,0.0248438
-1.7352e-03,0.110016,0.0195312
-1.7348e-03,0.109906,0.0132812
-1.7344e-03,0.109047,0.02125
-1.7340e-03,0.10925,0.0140625
-1.7336e-03,0.108578,0.0225
-1.7332e-03,0.108797,0.0170313
-1.7328e-03,0.107938,0.0217188
-1.7324e-03,0.108406,0.0251563
-1.7320e-03,0.107703,0.0276563
-1.7316e-03,0.107453,0.0260937
-1.7312e-03,0.106469,0.0223437
-1.7308e-03,0.106922,0.0221875
-1.7304e-03,0.107172,0.035625
-1.7300e-03,0.106875,0.029375
-1.7296e-03,0.106734,0.0198438
-1.7292e-03,0.106031,0.0214063
-1.7288e-03,0.105188,0.016875
-1.7284e-03,0.104859,0.0317188
-1.7280e-03,0.105031,0.0234375
-1.7276e-03,0.104906,0.0242188
-1.7272e-03,0.104109,0.026875
-1.7268e-03,0.103984,0.0229687
-1.7264e-03,0.103719,0.0276563
-1.7260e-03,0.103484,0.0382813
-1.7256e-03,0.102563,0.0292188
-1.7252e-03,0.103406,0.024375
-1.7248e-03,0.102813,0.0220312
-1.7244e-03,0.103219,0.0201563
-1.7240e-03,0.102328,0.0228125
-1.7236e-03,0.102,0.0289063
-1.7232e-03,0.102188,0.02625
-1.7228e-03,0.101047,0.0203125
-1.7224e-03,0.100953,0.029375
-1.7220e-03,0.100922,0.0310937
-1.7216e-03,0.0999688,0.0285938
