time	V(n002)	V(n003)
9.511007907573516e-03	-3.478059e-02	-5.355993e-03
9.530539157573516e-03	-1.290447e-01	-1.477986e-02
9.550070407573516e-03	-2.212041e-01	-2.398142e-02
9.569601657573515e-03	-3.098723e-01	-3.282228e-02
9.589132907573515e-03	-3.937157e-01	-4.116946e-02
9.608664157573514e-03	-4.714731e-01	-4.889742e-02
9.628195407573514e-03	-5.419747e-01	-5.588991e-02
9.647726657573514e-03	-6.041600e-01	-6.204177e-02
9.667257907573513e-03	-6.570936e-01	-6.726046e-02
9.686789157573513e-03	-6.999794e-01	-7.146749e-02
9.706320407573512e-03	-7.321723e-01	-7.459958e-02
9.725851657573512e-03	-7.531883e-01	-7.660963e-02
9.745382907573511e-03	-7.627112e-01	-7.746739e-02
9.764914157573511e-03	-7.605980e-01	-7.715998e-02
9.774679782573511e-03	-7.551810e-01	-7.657009e-02
9.794211032573510e-03	-7.357280e-01	-7.452903e-02
9.813742282573510e-03	-7.050451e-01	-7.136699e-02
9.833273532573510e-03	-6.635938e-01	-6.713153e-02
9.852804782573509e-03	-6.119975e-01	-6.188634e-02
9.872336032573509e-03	-5.510324e-01	-5.571032e-02
9.891867282573508e-03	-4.816153e-01	-4.869637e-02
9.911398532573508e-03	-4.047904e-01	-4.094999e-02
9.930929782573508e-03	-3.217129e-01	-3.258767e-02
9.950461032573507e-03	-2.336323e-01	-2.373521e-02
9.969992282573507e-03	-1.418732e-01	-1.452574e-02
9.989523532573506e-03	-4.781574e-02	-5.097799e-03
9.999289157573506e-03	-3.748426e-04	-3.461413e-04
1.000000000000000e-02	3.084789e-03	-1.898203e-16
